title,description,genres,meta_score,user_score,developer,platform,release_date,rating
CARDS,N/A,"Genre(s): Miscellaneous, Board Games, Board / Card Game",N/A,tbd,Lightning Game Studios,PlayStation Vita,"Sep 9, 2014",N/A
CASTLE INVASION,N/A,"Genre(s): Action, General, General",N/A,tbd,Imperative Games,PlayStation Vita,"Feb 20, 2013",N/A
CASTLE INVASION: THRONE OUT,"Having recently bought his very own castle, our nameless hero has barely settled in before the king appears and demands it for himelf. The king is not a nice chap. He’s lazy, greedy and takes anything he wants. Our hero is not about to give up his new castle that easily. After grabbing the first thing to hand, a battered bow, he mounts the castle wall and settles in for some crown duels.","Genre(s): Strategy, Real-Time, Defense",N/A,tbd,Cat Trap Studios,PlayStation Vita,"Oct 11, 2016",N/A
CASTLESTORM,"CastleStorm features medieval ballista weaponry, allowing players to launch an assortment of explosive weapons including Morningstars, Apple Grenades, Homing Eagles, and even flying sheep to defeat an onslaught of enemies trying to capture your flag and destroy your castle. Deploy a fearsome ground attack of swordsmen, knights, and donkey riders in order to protect your castle games, and if all else fails, call upon powerful spells to help keep the enemy at bay.","Genre(s): Strategy, Real-Time, General, General, Defense",79,7.5,Zen Studios,PlayStation Vita,"Nov 5, 2013",T
CASTLESTORM: FROM OUTCAST TO SAVIOR,"The CastleStorm war continues with From Outcast to Savior, featuring a new 20 battle campaign, new hero, new Royal Guard-class troops, new weapons, and new trophies! Lead your army into battle across stunning new environments including Stonecrest, The Royal Airport, The Skyship Harbor and the Bladgard Icefields in your quest to capture the belligerent and power-hungry Viking warrior, Chief Ramhorn.","Genre(s): Strategy, Real-Time, General, Defense",N/A,tbd,Zen Studios,PlayStation Vita,"Jul 31, 2013",N/A
CASTLESTORM: THE WARRIOR QUEEN,"All hail to The Warrior Queen, the newest CastleStorm expansion. A new class of Viking Elite warrior is at your service and ready for your command as you lead them in a quest for revenge against the infamous Chief Ramhorn!","Genre(s): Strategy, Real-Time, General, Defense",N/A,tbd,Zen Studios,PlayStation Vita,"Nov 27, 2013",N/A
CAVE OF THE GOLDEN SKULLS,N/A,"Genre(s): Action, General",N/A,tbd,Cooply Apps,PlayStation Vita,"Feb 24, 2015",N/A
CAVE SQUID,"You are CAVE SQUID! Defend your cave from an invasion of Little Green Men who have come to steal your eggs.Tap claws to eat LGMs. Don't let your claw hit the floor, or it will be stunned for 3 seconds! The game ends when all eggs have been stolen, but Cave Squid lays a new egg every 100 points.Enjoy the THIRD release from Gremlin Software, New Plymouth, New Zealand.","Genre(s): Action, General",N/A,tbd,Gremlin Software Ltd,PlayStation Vita,"Mar 3, 2015",N/A
CEL DAMAGE HD,"PART DEMOLITION DERBY, PART WHACKED-OUT CARTOON COME TO LIFE.
36 wild, over-the-top weapons
10 tough 'toons
Deathmatch, capture-the-flag and gate racing action
4-person split-screen multiplayer
12 interactive cartoon worlds","Genre(s): Simulation, Driving, Racing, Vehicle, Kart, Combat",N/A,5.9,Finish Line Games,PlayStation Vita,"Apr 22, 2014",N/A
CENTIPEDE,"An insidious invasion of multiplying insects (centipedes, jumping spiders, poisonous spiders, and frenzied fleas) pose different perils to the mushroom patch. You must repeatedly blast enraged creepers and stubborn obstacles or lose your enchanted fungus. Remember to listen for the distinctive sounds of the attacking bugs; and watch out for blasted centipede segments, each one grows a new head!","Genre(s): Action, Shooter, Shooter, Static, Static, Shoot-'Em-Up, Top-Down, Vertical",N/A,tbd,Atari,PlayStation Vita,"Feb 5, 2013",N/A
CHAOS RINGS,"Following after the FINAL FANTASY series, this massive new RPG comes to Android!
-------------------------------------------------------------
&#12539;The size of the game may result in long download times.
&#12539;A WiFi connection is recommended for downloading.
&#12539;This game requires approximately 1GB of memory. Please ensure that you have the necessary storage available before downloading.
-------------------------------------------------------------

CHAOS RINGS takes full advantage of the Androidâ€™s capabilities. Using a classic game system that any RPG fan will enjoy, it presents an epic tale consisting of four different scenarios, all brought to you with gorgeous sound and unbelievably smooth 3D graphics.

The story revolves around a tournament where combatants fight for their lives: the Ark Arena. Upon choosing a pair of characters, one male and one female, you will then have to fight against the other pairs. Each pair has their own story, and the truth behind the Ark Arena will not be revealed until each story is completed.

Game Features:
-High-quality voice acting that brings game characters to life
-Amazingly smooth 3D graphics
-Gorgeous sound that takes full advantage of the Androidâ€™s powerful hardware
-A deep story with unique twists for every pair and multiple endings
-Highly polished game and battle systems with a traditional feel
-Hours upon hours of gameplay, complete with hidden bosses, secret weapons, and more","Genre(s): Role-Playing, Console-style RPG, Console-style RPG, Japanese-Style",N/A,8.2,Square Enix,PlayStation Vita,"Jul 24, 2013",N/A
CHAOS;CHILD,"From the creators of the critically acclaimed Steins;Gate comes a sensational new visual novel: Chaos;Child. Set in Shibuya in 2015, a group of high school students who survived an earthquake six years ago find themselves at the centre of a new series of bizarre murders in the city. Play as Takuru, an arrogant senior, who is the first to notice a pattern in the supernatural deaths around him. With the help of his friends, he goes to the crime scenes and hopes to discover the killer's identity before the police, at his own risk...","Genre(s): Adventure, General, Visual Novel",N/A,8.5,5pb,PlayStation Vita,"Oct 17, 2017",M
CHASM,"Chasm is a 2D Action-RPG Platformer currently in development for Windows, Mac, & Linux. Taking equal inspiration from hack 'n slash dungeon crawlers (procedurally generated dungeons, loot drops, etc) and Metroidvania-style platformers, the game aims to immerse you in its 2D fantasy world full of exciting treasure, deadly enemies, and abundant secrets.

Players take up the role of a soldier passing through a remote mining town on their journey home from a long war. The town's miners have recently disappeared after breaching a long-forgotten temple far below the town, and reawakened an ancient slumbering evil. Now trapped in the town by supernatural forces, you're left with no option but to explore the mines below, battle enemies and bosses, and increase your abilities in hopes of finally escaping and returning home.","Genre(s): Action, Action Adventure, Platformer, Open-World, Metroidvania",N/A,8.3,Discord Games,PlayStation Vita,"Jul 31, 2018",T
CHICKEN RANGE,"The object of the game is to shoot the chickens using an array of different weaponry, from pistols, to AK47, RPG's to Alien Ray Guns! Gameplay is set over a field twice as wide as the screen, so you must be constantly moving your aim side to side in order to reach the whole game field.

To increase the difficulty, the chickens throw eggs at the screen to obscure the player's field of view. Once your screen is covered.GAME OVER!

During each level, ammo crates drop at varying intervals which will refresh your ammo levels and ""Shino"".

Carry up to 3 weapons with you; only 4 are available in the earlier levels, the remaining weapons will unlock as you progress through the levels.

The game contains 15 different levels. Each level introduces different baddie chickens with varying difficulties to kill them due to enhanced protection gear. Chicken types include Riot Police Chickens, Tank Chickens, Ninja Chickens, Helicopter Chickens and many more!","Genre(s): Action, General, Shooter, Light Gun",N/A,tbd,Funbox Media,PlayStation Vita,"Oct 26, 2018",E10+
CHICKEN!CHICKEN!,N/A,"Genre(s): Miscellaneous, Puzzle, General",N/A,tbd,ZHANG BO,PlayStation Vita,"Apr 1, 2014",N/A
CHIEBURA,N/A,"Genre(s): Action, General, General",N/A,tbd,MOUNTPUNCH,PlayStation Vita,"Jun 5, 2013",N/A
CHILD OF LIGHT,"A 2D side-scrolling role-playing game inspired by the art style of Studio Ghibli. Young Aurora wakes up in a strange land where all light has been stolen from the sky. Before she can return to her home, she must return the Moon, Sun and Stars and free the kingdom of Lemuria from Queen Umbra’s influence. Built on the UbiArt Framework and inspired by epic poetry and dark fairytales, Child of Light is a work of art brought to life – and now it’s a work of art you can bring with you wherever you go.","Genre(s): Role-Playing, General",83,7.9,Ubisoft Montreal,PlayStation Vita,"Jul 1, 2014",Stadia
CHIMP CHALLENGE,N/A,"Genre(s): Action, Platformer, 2D",N/A,tbd,Garrett Lenk,PlayStation Vita,"Feb 24, 2015",N/A
CHIMPACT,"Set in luscious environments, featuring a variety of delightful characters, Chimpact is a game that really is top of its class. Collect bunches of bananas in each stage, as well as exploring every nook and cranny to find the hidden gems. Discover secret paths, avoid obstacles and time your jumps to perfection in this gorgeous jungle adventure.?????Press Quotes?????""Chimpact makes me hungry. Mostly for bananas, but also for one more round of play..."" — 148Apps""This is one of those games that’s about as simple as they come...But it’s that simplicity that makes it compulsive and fun."" — TouchArcade""Chimpact is definitely a must buy..."" — Capsule Computers""Everyone loves monkeys, and everyone loves catapults. Mathematically speaking, adding the two together can only result in smartphone and tablet gaming gold."" — PocketGamerAWESOME GAME FEATURES? SIMPLE one-touch gameplay with universal appeal. ? STUNNING visuals and character design.? 48 LUSCIOUS LEVELS to explore and complete. ? TWO GREAT GAME MODES to play through — Gem Quest and Totem Trail!? GO BANANAS and collect all the fruit and hidden gems, plus achievements to unlock.? EIGHT ABILITIES and four cool chimps to unlock.? OVER 150 challenge medallions to earn.? UNIVERSAL; plays great on iPhone, iPod touch, and iPad.For more information or support, please visit www.chillingo,com","Genre(s): Action, General, General",N/A,tbd,Yippee! Entertainment,PlayStation Vita,"Feb 13, 2013",N/A
CHOPPER DIVER,N/A,"Genre(s): Action, Platformer, 2D",N/A,tbd,Tondosoft,PlayStation Vita,"Jan 13, 2015",N/A
CHROMATIC ABERRATION,"Chromatic Aberration works like this: when you pick up a tesseract (little color-coded cubes), your character’s color changes to that of the tesseract, which in turn affects the platforms you can interact with. For example, collecting a red tesseract will turn you red. This means you can stand on red platforms — but will be killed by green ones (as green is opposite red on the color wheel). Conversely, collecting a green tesseract will turn you green. This means you can stand on green platforms, but will be killed by red ones.","Genre(s): Action, General",N/A,tbd,hiive,PlayStation Vita,"Dec 10, 2013",N/A
CHRONOVOLT,A puzzle-platformer with steampunk influences.,"Genre(s): Puzzle, Action, General, General",44,3.2,Playerthree,PlayStation Vita,"Dec 31, 2012",N/A
CHRONUS ARC,Venture through puzzle-filled dungeons to bring the past back to the present!,"Genre(s): Role-Playing, Japanese-Style",N/A,tbd,Kemco,PlayStation Vita,"Oct 30, 2018",E10+
CITIZENS OF EARTH,"In Citizens of Earth, you head home after a too-long election, hoping for a respite. On the contrary, you are accosted with a myriad of oddities. You immediately (following your cup 'o joe) embark on a mission to travel the land, battle mutants, gain allies, overthrow a puppet government, snorkel for buried treasure, and, with the luxury of time, grab a well-deserved refill on your coffee.","Genre(s): Role-Playing, General, Japanese-Style",66,7.2,Eden Industries,PlayStation Vita,"Jan 20, 2015",N/A
CLADUN RETURNS: THIS IS SENGOKU!,"Set in Japan's Sengoku Era, you wake up in the mysterious land of Arcanus Cella where the souls of the dead gather as they await reincarnation. However, some souls have unfinished business that needs to be settled before they can reincarnate. As the player, you will assist these souls by traveling to real-world locations in feudal Japan and fighting your way through dangerous dungeons filled with monsters and traps.","Genre(s): Role-Playing, Action RPG",62,tbd,Nippon Ichi Software,PlayStation Vita,"Jun 6, 2017",N/A
CLAIRE: EXTENDED CUT,"Extended Cut goes a little deeper into Claire’s history, bringing up more questions and more answers.","Genre(s): Adventure, General",N/A,6.8,Hailstorm Games Inc,PlayStation Vita,"Aug 30, 2016",M
CLIFF DIVING,"Take the plunge into an incredible augmented reality experience.

Join daredevil Diver Dan as he scales the highest cliffs in search of the ultimate adrenaline rush.
Use your AR Play Cards and rear camera to make wild high diving platforms appear from any flat surface.
Perform elaborate diving tricks to earn prize money and progress to even higher diving boards.","Genre(s): Sports, General, General, Individual, Other",N/A,3.6,Studio Liverpool,PlayStation Vita,"Feb 21, 2012",N/A
CLIFF DIVING: ADDITIONAL CLIFFS - THE CHOSEN,N/A,"Genre(s): Sports, General, General",N/A,tbd,Studio Liverpool,PlayStation Vita,"Aug 21, 2012",N/A
CLOUD DISK,N/A,"Genre(s): Miscellaneous, General",N/A,tbd,SUN PENGFEI,PlayStation Vita,"May 13, 2014",N/A
COCONUT DODGE REVITALISED,"Coconut Dodge features two modes of play. The default mode is ideal for casual players interested in a quick and fun ""game-on-the-go""; the Maze Master mode is primarily targeted at the hardcore audience willing to explore each level to its fullest by applying strategy, wits, and perseverance on a quest to reach a specific number of points before the end of each level. In this mode there is a specific pattern of movement that can be memorized and mastered with enough experience and quick thinking, and this is where Coconut Dodge really excels: beneath its visually simple faÃ§ade is a hard nut to crack as the game is loaded with addicting and varied gameplay. The in-game tutorial is highly recommended to all audiences as it explains the various Power-Ups and their use within the game.","Genre(s): Miscellaneous, Puzzle, Action, Puzzle, Action",N/A,5.5,FuturLab,PlayStation Vita,"Jul 9, 2013",N/A
CODE:REALIZE - FUTURE BLESSINGS,The Romance(s) continue! Experience new scenarios taking place after the main story as well as more in-depth looks at events that happened in the shadows of Cardia’s previous adventures.,"Genre(s): Adventure, Visual Novel",N/A,tbd,Otomate,PlayStation Vita,"Mar 30, 2018",T
CODE:REALIZE - GUARDIAN OF REBIRTH,"Restricted to an abandoned mansion on the outskirts of London in fulfillment of a promise to her father, lonely Cardia lives day to day isolated from the world. Her body carries a deadly poison that rots or melts anything her skin touches, prompting the locals to call her a “monster.” Her last conversation with her father two years ago, telling her to stay out of sight and never fall in love, is the furthest back she can remember. One day, her quiet solitude is interrupted as the Royal Guards break in to capture her. It is then that Cardia meets Arsène Lupin, a chivalrous thief, who helps her escape the soldiers’ clutches. She soon finds herself on a journey with Lupin to locate her father, who holds the answers to her mysterious condition. The two are soon joined by four more interesting and handsome gentlemen…","Genre(s): Adventure, Visual Novel",86,8.0,Otomate,PlayStation Vita,"Oct 20, 2015",T
CODE:REALIZE - WINTERTIDE MIRACLES,"Triangulate - experience the magic and chaos of a two-on-one date. Play with dynamics (and hearts) by bringing multiple members of lupin's gang on a wide variety of romantic romps. Every end has a Beginning - learn more about the dashing detective her lock Sholmes and the mysterious Finis in the continuing sagas involving the newest men in the code Realize universe. The (new) belle of the ball - cantarella, the mysterious young lady Cardia met during One of her many adventures, gets her turn in the spotlight.","Genre(s): Action, General, Adventure, Visual Novel",N/A,tbd,Otomate,PlayStation Vita,"Feb 14, 2019",T
COLLAR X MALICE,"A dangerous shadow organization launches a campaign of fear and violence in the city of Shinjuku, pushing society to the brink of chaos. As a young police officer tasked with restoring order, you become the target of an attack, and have a poisonous collar attached to your neck. With the situation spiraling out of control and time running out, five mysterious strangers appear to aid you in your quest for the truth.","Genre(s): General, Adventure, Visual Novel",74,7.5,Otomate,PlayStation Vita,"Jul 28, 2017",M
COLLECTORB,"CollectOrb is a ridiculously unforgiving navigation-based puzzler, which has launched for Sony PS Vita and was created using the Unity3d game engine.

The object of the game is to navigate the glowing orb through the darkness in order to collect cubes scattered across each level.","Genre(s): Action, Puzzle, General, Platformer, 3D",N/A,tbd,Daish Games,PlayStation Vita,"May 12, 2015",N/A
COLOR GUARDIANS,"Despite its colorful veneer, Color Guardians is a challenging platformer that requires skill, dexterity, and good memory. Easy to learn and quite impossible to master, the game challenges players to quickly negotiate an onslaught of obstacles while shifting between different guardians. It's multi-tasking madness. [Fair Play Labs]","Genre(s): Action, Platformer, 3D",N/A,8.1,Fair Play Labs,PlayStation Vita,"May 12, 2015",N/A
COLOR SLAYER,"Push your reflexes and slash your way forward in this fast-paced, color-based arcade game.

Move fast to avoid obstacles, and use your colored swords to cut down enemies. Act fast to build your combo, gain points, climb the leaderboards and unlock additional outfits.","Genre(s): Action, General, Arcade",N/A,2.0,The Domaginarium,PlayStation Vita,"Sep 24, 2019",E
COLORS!,"Colors! 3D is a simple yet robust painting application that combines ease of use and powerful painting tools.
Based on modern painting techniques originally developed for professional drawing tablets, Colors! 3D is tailored for touch screen devices, and caters to everyone from serious artists to aimless doodlers. Whether you are looking to sketch, paint, or draw up your next plans for world domination, Colors! 3D is the perfect digital sketchbook.

- Create and view your own 3D paintings
- Players with a wireless Internet connection can access the Colors! 3D gallery to share and celebrate your works with the world.
- Paint together with a friend on a shared canvas using the local wireless capabilities of the Nintendo 3DS system.
- For those who like to stay within the lines, Colors! 3D comes with an assortment of coloring pages","Genre(s): Miscellaneous, Application",N/A,tbd,Collecting Smiles,PlayStation Vita,"Nov 13, 2012",N/A
COMICSTATION,N/A,"Genre(s): Miscellaneous, General",N/A,tbd,Nostatic Software,PlayStation Vita,"Jan 21, 2014",N/A
CONCEPTION II: CHILDREN OF THE SEVEN STARS,"Monsters have invaded the world of Aterra, and only a few special individuals, imbued with the power of the Star God, are equipped to fight it. With only a small group of warriors and a narrow window of time in which their powers are at their peak, the solution is clear: combine your Star power to make magical Star Children to boost up your forces in battle. The life of a student can be complicated when youre exploring dungeons, fighting monsters, AND trying to maintain a high school lifestyle. Learn to balance your activities because the deeper the bond you have with your classmates, the stronger the Star Children youll make! In this stimulating JRPG, youll be able to create bonds with 7 different female Disciples and create 24 classes of Star Children, so you must learn how to create the perfect Star Children for any situation. In no time, youll have dozens of powerful kids with different skills that can take on everything the monsters throw at you.

-Combine Star power to make magical Star Children
-Create bonds with 7 different female Disciples
-Save Aterra, venture through dungeons & defeat monsters","Genre(s): Role-Playing, Console-style RPG, Japanese-Style",62,7.1,Spike,PlayStation Vita,"Apr 15, 2014",N/A
CONCEPTION II: CHILDREN OF THE SEVEN STARS - CLAD IN GOLD,N/A,"Genre(s): Role-Playing, Japanese-Style",N/A,tbd,Spike Chunsoft,PlayStation Vita,"Apr 29, 2014",N/A
CONCEPTION II: CHILDREN OF THE SEVEN STARS - COOL PROFESSIONAL,N/A,"Genre(s): Role-Playing, Japanese-Style",N/A,tbd,Spike Chunsoft,PlayStation Vita,"Apr 15, 2014",N/A
CONCEPTION II: CHILDREN OF THE SEVEN STARS - ECHOING SONG,N/A,"Genre(s): Role-Playing, Japanese-Style",N/A,tbd,Spike Chunsoft,PlayStation Vita,"Apr 29, 2014",N/A
CONCEPTION II: CHILDREN OF THE SEVEN STARS - FALLEN DISCIPLES,N/A,"Genre(s): Role-Playing, Japanese-Style",N/A,tbd,Spike Chunsoft,PlayStation Vita,"Apr 22, 2014",N/A
CONCEPTION II: CHILDREN OF THE SEVEN STARS - LOVE AND MAGIC,N/A,"Genre(s): Role-Playing, Japanese-Style",N/A,tbd,Spike Chunsoft,PlayStation Vita,"Apr 22, 2014",N/A
CONCEPTION II: CHILDREN OF THE SEVEN STARS - MONOKUMA STRIKES,N/A,"Genre(s): Role-Playing, Japanese-Style",N/A,tbd,Spike Chunsoft,PlayStation Vita,"May 6, 2014",N/A
CONCEPTION II: CHILDREN OF THE SEVEN STARS - MONOKUMA'S REVENGE,N/A,"Genre(s): Role-Playing, Japanese-Style",N/A,tbd,Spike Chunsoft,PlayStation Vita,"May 13, 2014",N/A
CONCEPTION II: CHILDREN OF THE SEVEN STARS - OVERLORD'S RETURN,N/A,"Genre(s): Role-Playing, Japanese-Style",N/A,tbd,Spike Chunsoft,PlayStation Vita,"Apr 29, 2014",N/A
CONCEPTION II: CHILDREN OF THE SEVEN STARS - SEEKING POWER,N/A,"Genre(s): Role-Playing, Japanese-Style",N/A,tbd,Spike Chunsoft,PlayStation Vita,"Apr 22, 2014",N/A
CONCEPTION II: CHILDREN OF THE SEVEN STARS - SERIOUS BOOTES,N/A,"Genre(s): Role-Playing, Japanese-Style",N/A,tbd,Spike Chunsoft,PlayStation Vita,"May 13, 2014",N/A
CONCEPTION II: CHILDREN OF THE SEVEN STARS - SERIOUS SAGITTA,N/A,"Genre(s): Role-Playing, Japanese-Style",N/A,tbd,Spike Chunsoft,PlayStation Vita,"May 13, 2014",N/A
CONCEPTION II: CHILDREN OF THE SEVEN STARS - THE ENDURING ONE,N/A,"Genre(s): Role-Playing, Japanese-Style",N/A,tbd,Spike Chunsoft,PlayStation Vita,"May 6, 2014",N/A
CONCEPTION II: CHILDREN OF THE SEVEN STARS - TRICKS 'N TECHNIQUE,N/A,"Genre(s): Role-Playing, Japanese-Style",N/A,tbd,Spike Chunsoft,PlayStation Vita,"May 6, 2014",N/A
CONCEPTION II: CHILDREN OF THE SEVEN STARS - WARRIOR OF SADNESS,N/A,"Genre(s): Role-Playing, Japanese-Style",N/A,tbd,Spike Chunsoft,PlayStation Vita,"Apr 15, 2014",N/A
CONGA MASTER GO!,"The dance floor fills, the line gets longer… come on down, it’s time to conga! Shake your virtual hips to the ridiculously fun arcade action of Conga Master as everyone fights to make the longest conga line possible. No rhythm required – anyone can conga.","Genre(s): Miscellaneous, Party / Minigame",N/A,tbd,Rising Star Games,PlayStation Vita,"Jul 24, 2019",E
CONSOLE SAGA,N/A,"Genre(s): Action, General",N/A,tbd,Thomas Hopper,PlayStation Vita,"Mar 11, 2014",N/A
CONTINUOUS SHOOTING,N/A,"Genre(s): Miscellaneous, Application",N/A,tbd,Matsudamper,PlayStation Vita,"Mar 31, 2015",N/A
CONTRAPTIONS,"How many steps does it take to change a light bulb? If your answer is 10 or more, then you are ready for ""Contraptions"" - a game where the goal is to fix whacky contraptions that perform simple tasks in indirect and convoluted ways, Rube Goldberg style.

Use camels as trampolines, champagne bottles as cannons, balloons to lift objects, fireworks wheels to drive conveyor belts, magnets to attract metal objects, and many more gadgets to solve the puzzles and clear the levels.","Genre(s): Puzzle, Action",N/A,tbd,Funbox Media,PlayStation Vita,"Oct 28, 2020",E
CORPSE PARTY: BLOOD DRIVE,Corpse Party: Blood Drive is the final installment of the story that began with Corpse Party and continued in Corpse Party: Book of Shadows. Players take direct control of a character or party of characters and explore the ruins of Heavenly Host Elementary and other locations from a top-down 3D perspective.,"Genre(s): Action Adventure, Adventure, General, Survival",60,7.9,5pb,PlayStation Vita,"Oct 13, 2015",M
CORRIDOR MONSTER ONSLAUGHT,N/A,"Genre(s): Action, Shooter, First-Person, Arcade",N/A,tbd,Gremlin Interactive,PlayStation Vita,"May 26, 2015",N/A
CORRIDOR Z,"The action of Corridor Z takes place in an ordinary high school, where survivors have barricaded themselves in a classroom after the school has been quarantined by the military to prevent an undead outbreak from spreading. Through playing the game across two professionally-voiced parallel story lines, you will uncover the story behind the undead horror.","Genre(s): Action, Action Adventure, General, Survival",N/A,tbd,Mass Creation,PlayStation Vita,"May 3, 2016",N/A
COSMIC CLEAN-UP,Burn through the troublesome space debris with your super-strength rocket thrusters and impeccable piloting skills! Blast off into outer-space on a debris destruction mission! Sent to boldly clean where no man has cleaned before; you must tackle the dense and dangerous space junkyard in your tiny rocket.,"Genre(s): Action, Miscellaneous, General, General",N/A,tbd,Green Hill,PlayStation Vita,"Dec 19, 2012",N/A
COSMIC STAR HEROINE,3 exotic planets to explore. Aliens. Robots. Magic. Forbidden technology. Long-lost secrets. Conspiracies. A galactic threat. And one brave heroine to make things right. Cosmic Star Heroine is a new RPG from the creators of Cthulhu Saves the World.,"Genre(s): Console-style RPG, Console-style RPG, Role-Playing, Japanese-Style",N/A,tbd,Zeboyd Games,PlayStation Vita,"Apr 24, 2018",Stadia
COSMOPHONY,"Cosmophony is a musical shooter designed for demanding gamers seeking an original and intense gaming experience.

You must control the heart of a fallen goddess within a dying universe in order to fulfill her destiny. Your goal is to progress through a series of levels designed to be played to an exhilarating, 100% drum and bass soundtrack by DJ Salaryman.

Discover a powerful new gaming experience that is uniquely satisfying. Note that this game is designed with more experienced gamers in mind; the difficulty level, while gradual, is still very high.

-Unique synaesthetic design based on music
-Impressive HD graphics with psychedelic background videos
-100% DnB soundtrack created especially for the game","Genre(s): Action, Shooter, Rail",N/A,tbd,Bento,PlayStation Vita,"May 5, 2015",N/A
COSMOS,N/A,"Genre(s): Action, Shooter, Scrolling, Shoot-'Em-Up, Vertical",N/A,tbd,Coderion,PlayStation Vita,"Jun 24, 2014",N/A
COUNTERSPY,"Combining the spy mythology and bold aesthetics of the 1950's and 1960's and set during the Cold War, CounterSpy focuses on the rogue third spy agency, C.O.U.N.T.E.R., that keeps the world's super powers at bay. Just as each side of the ongoing conflict gets close to unleashing a blow of earthshaking proportions, C.O.U.N.T.E.R. jumps into action, stealthily sabotaging their dastardly plans and deceptively maintaining world peace.

-Play on PS4, PS3 or PS Vita systems as a member of C.O.U.N.T.E.R. or on the go with the mobile version as a ''field operative''
-Unique, slick, and stylized visuals capture the spirit and feel of the 1950's and 60's era and complement the equally smooth side-scrolling cover-based shooting gameplay
-Developed by upstart indie studio Dynamighty, founded by former LucasArts and Pixar veterans","Genre(s): Action, General, General",70,7.0,Dynamighty,PlayStation Vita,"Aug 19, 2014",N/A
CRASH PLANETS,N/A,"Genre(s): Action, General, General",N/A,tbd,Tomonori Misawa,PlayStation Vita,"Dec 19, 2012",N/A
CRAZY MARKET,"Crazy Market is the free-to-play game that will put the smile back on your face! Take control of the pretty Lulu or the dynamic Eugene and take position behind the cash register from the biggest supermarket in town.But the task won’t be so easy: the Boss is pretty nuts and won’t hesitate to throw bombs directly on the conveyor belt, where customers may also forget their babies or even their cute little doggies! Hopefully you can use any of the 6 super-boosters to make your life easier.Can you make it through the whole three months at the supermarket before your well-earned holidays under the sun? Features:• Amazing HD graphics• 110 levels scattered on 60 days• 12 useful boosters and upgrades• 108 different items and their catalog cards to collect• 11 trophies and 1 leaderboard via Game Center• 1 insanely crazy moustached manager","Genre(s): Miscellaneous, Puzzle, Action, Puzzle, Action",N/A,5.0,The Game Atelier,PlayStation Vita,"Oct 29, 2013",N/A
CREATURES & CASTLES VX,N/A,"Genre(s): Miscellaneous, Puzzle, General",N/A,tbd,hiive,PlayStation Vita,"Feb 11, 2014",N/A
CRIMINAL GIRLS 2: PARTY FAVORS,"Return to the depths of Hell, and guide a brand-new group of Delinquents through the Reformation Program. This time around, there’s a twist. One of the girls in your group of seven isn’t quite what she seems. As you journey through the Hell Spire, you’ll have to deal with the seeds of mistrust as you struggle to unite your team and overcome their sins and the bonds of damnation. Uncover each girl’s unique story, and shape them into the women they need to be in order to find redemption. [NIS America]","Genre(s): Role-Playing, General",67,8.1,Nippon Ichi Software,PlayStation Vita,"Sep 22, 2016",M
CRIMINAL GIRLS: INVITE ONLY,"7 delinquents, 7 sins, and only one way out. Just hired for a new, mysterious job, you quickly discover that this is not your routine prison gig. You have been entrusted with the care of a crew of girls whose sins have damned their souls to Hell and an eternity of punishment... Their sole hope of salvation is for you to recognize their unique histories, and to guide them along the path to redemption. Navigate through the four trials of the Redemption Program, and motivate your crew of delinquents to learn the skills to redeem themselves. [NIS America]","Genre(s): Role-Playing, General",55,6.8,Image Epoch,PlayStation Vita,"Feb 3, 2015",M
CRIMSONLAND,"Thousands of aliens, giant spiders, mutant lizards, and more are on the attack - can you survive the onslaught? Crimsonland is a top-down shooter with a touch of RPG. Unlock over 30 weapons and over 50 perks from quirky to brutal. Complete the quest and show your skills in five survival modes.","Genre(s): Action, Shooter, Scrolling, Shoot-'Em-Up, Top-Down, Vertical",64,6.9,10tons Entertainment,PlayStation Vita,"Aug 19, 2014",N/A
CROIXLEUR SIGMA,"Croixleur Sigma is a frenetic hack-&-slash arcade action game from indie developer souvenir circ. which expands greatly upon the original game Croixleur and includes 2 playable characters, 5 game modes, 20 unique weapons, 42 in-game achievements, full Japanese voice-over, and 2 player co-op!

Tonight, in the Queen's realm of Ilance, two prodigies representing the Knight and Aristocrat factions will do battle in the Adjuvant Trial. This ritual, which has been held since the founding of the nation, decides which faction will hold military and political authority, and protect the Queen, the living symbol of the realm. The fate of the nation is at stake as these two girls set aside their childhood friendship and undergo a trial in which there can be only one victor.","Genre(s): Action, Beat-'Em-Up, 3D",N/A,7.5,Playism,PlayStation Vita,"Mar 1, 2016",N/A
CROSS JUMP,N/A,"Genre(s): Action, General",N/A,tbd,slapsticKsoftware,PlayStation Vita,"Sep 9, 2014",N/A
CROSSFIRE,N/A,"Genre(s): Action, General",N/A,tbd,Heit Productions,PlayStation Vita,"Oct 21, 2014",N/A
CROSSOVERS BY POWGI,N/A,"Genre(s): Puzzle, Logic",N/A,tbd,Lightwood Games,PlayStation Vita,"Apr 17, 2019",E
