title,description,genres,meta_score,user_score,developer,platform,release_date,rating
GENE RAIN,"Death is always fair. He treats both the poor and the rich equally. This is the concept of the Death Squad, fighting to end the conflicts afflicting the whole world.","Genre(s): Action, Shooter, Third-Person, Arcade",,2.7,Deeli network,PlayStation 4,"Jul 17, 2018",M
GENERATION ZERO,"Experience an explosive game of cat and mouse set in a vast open world - rendered with the award-winning Apex game engine. Experience an explosive game of cat and mouse set in a vast open world. In this reimagining of 1980’s Sweden, hostile machines have invaded the serene countryside, and you need to fight back while unraveling the mystery of what is really going on. By utilizing battle-tested guerilla tactics, you’ll be able to lure, cripple, or destroy enemies in intense, creative sandbox skirmishes.","Genre(s): Action Adventure, Open-World",45.0,5.9,Avalanche Studios,PlayStation 4,"Mar 26, 2019",T
GENERATION ZERO: FNIX RISING,"The struggle for survival continues as the year 1989 draws to a close. Hope for finding the missing population has started to dwindle, as you and your friends continue to do your best to stay away from the invading machines and scour abandoned buildings for weapons and equipment.

However, recent scouting missions that you have conducted on your own and with friends have yielded some unexpected results - structures that appear to be made by the FNIX machines have started appearing along the Southern Coast of mainland Ostertorn. Thankfully it seems that there are also survivors, scattered across both the Southern Coast, the Archipelago and Farmland regions, putting up resistance against the invaders.","Genre(s): Action Adventure, Open-World",,tbd,Avalanche Studios,PlayStation 4,"Aug 25, 2020",T
GENESIS,"Genesis is an action-packed classic MOBA themed around a futuristic sci-fi setting, offering a rich roster of 28 original heroes, as well as various skins, weapons and other cosmetics for players to choose from. Core gameplay will include a competitive PvP mode, as well as a single player co-op PVE campaign.","Genre(s): Strategy, General",,4.9,Rampage Games,PlayStation 4,"Aug 13, 2019",T
GENESIS ALPHA ONE,"Genesis Alpha One is a revolutionary mix of roguelike shooter, base building and survival that puts you in the role of an interstellar pioneer.

In a near future ravaged by wars, corrupt regimes and global capitalism left unchecked have resulted in natural resource over-exploitation and pollution; devastating the planet. Supported by Earth's remaining governments, four influential corporations initiate the Genesis program. As the Captain of a Genesis starship, you journey into uncharted space on the ultimate mission. Build and manage a space vessel, farm resources, deal with terrifying alien infestations, clone creatures and explore a vast, randomly generated universe.

Your goal: Find new homes for humanity's DNA and save the species from extinction.","Genre(s): Action, Shooter, First-Person, Arcade",65.0,4.3,Radiation Blue,PlayStation 4,"Jan 29, 2019",M
GENETIC DISASTER,"Absurd guns, crazy characters, instant fun and…accidental friendly fire in this coop action game! Upgrade your hero to build your own gameplay style and combine different ones to create the perfect team if you play with friends. Don’t feel like cooperating? A special PvP arena is also available. The game’s motto: “Cooperate, but not too much!”","Genre(s): Action, Shooter, Shoot-'Em-Up, Top-Down",,tbd,Team8 Studio,PlayStation 4,"May 29, 2020",
GENSHIN IMPACT,"Welcome to the beautiful fantasy world of Teyvat. Step into a huge open-world of adventure and mystery, where heroic quests await. As a traveller from another world, you must find your lost sibling and unravel Teyvat's many secrets. Joined by Paimon, a kind-hearted sprite guide, your mission takes you through beautiful forests, bustling towns, and treacherous dungeons. And while your journey may put you into the path of merciless foes and fiendish puzzles you can count on numerous playable allies to join your custom party of four, harnessing the power of the elements to overcome all obstacles.
Key Features:
Explore Teyvat however you want
Fly across the open-world, swim in a massive sea, climb mountains, and stray off the beaten path. Whether you decide to follow the storyline or just enjoy the gorgeous environment, Teyvat is yours to discover.
Add up to four party members
Choose who fights by your side, with over 30 characters to meet and create your party witheach possessing different abilities, personalities, and combat styles. Will you pick Jean, the acting grand master of the knights? Or Lisa, a witch harnessing the raw force of lightning?

Master the seven elements
Control and combine Pyro, Hydro, Electro, Anemo, Dendro, Cryo, and Geo to solve challenging puzzles and unleash powerful attacks.

Travel alone or hunt together
Charge head-on into battles by yourself, or invite your friends to join the fight against dangerous monsters, and discover the secrets of this vast world together.","Genre(s): Role-Playing, Action RPG",81.0,4.6,miHoYo,PlayStation 4,"Sep 28, 2020",T
GENSOKYO DEFENDERS,,"Genre(s): Strategy, Real-Time, Defense",,tbd,Mediascape,PlayStation 4,"Nov 29, 2018",E10+
GENSOU SKYDRIFT,"And so the girls fly again.

A Touhou Project racing game is here!

In the mystical land of Gensokyo somewhere in Japan, humans and yokai live together in strange harmony.
One day, some girls notice that their spirit energy is weak.

Yokai specialist Reimu Hakurei and her friend Marisa Kirisame spot someone running off on a racetrack...

Characters:
20 challengers from the Touhou Project!
One girl acts as a board and one acts as a rider.
Swap between characters!
Use spell cards for interference, acceleration, and defense,
or use devastating Last Words!

Courses:
16 courses set across Gensokyo, including the Human Village, a flying ship, the spooky Scarlet Devil Manor, and the cherry blossom-lined Hakugyokuro!
Race on walls, ceilings, cliffs, the airThe sky's the limit!

System:
Features online multiplayer VS mode. Race against anyone, anywhere, anytime!
Also features a campaign mode where the game's story plays outAnd a post-game secret episode.

Fun for Touhou veterans and newcomers alike!","Genre(s): Racing, Arcade, Automobile",48.0,tbd,illuCalab,PlayStation 4,"Mar 9, 2021",E
GEOMETRIC FEEL THE BEATS,"Have fun destroying your enemies in a reinterpretation of games from the 80s!

To the sound of a mixture of unique musical genres, complete missions, improve your ship, be precise in your shots. All of this without worrying about GAME OVER!

Play alone, in cooperative mode or challenge a friend in PVP mode, here competition is what counts! Regardless of how you choose to play, the fun has no limits!","Genre(s): Action, Shooter, Shoot-'Em-Up, Top-Down",,tbd,QUByte Interactive,PlayStation 4,"Nov 10, 2022",
GEOMETRIC SNIPER,"Immerse yourself in Andrew's story and feel the pressure of being a sniper. Find and eliminate the target in the crowd before he runs away.In living environments, designed exclusively for this fantastic game, you will not have a second chance, precision is everything!","Genre(s): Action, Shooter, First-Person, Arcade",,tbd,YAW Studios,PlayStation 4,"Nov 9, 2022",T
GEOMETRIC SNIPER - BLOOD IN PARIS,"Katy, a French sniper, needs to protect her magnificent city! A 2D sniper game like you've never seen! In this spin-off of the Geometric Sniper the missions are more and more challenging, you will not have a second chance. Accuracy is everything!","Genre(s): Action, Shooter, First-Person, Tactical, Arcade",,tbd,YAW Studios,PlayStation 4,"Feb 16, 2023",T
GEOMETRY WARS 3: DIMENSIONS,"Over fifty single player levels including Adventure and Classic Arcade modes. 3D grids and over ten battle modes including Pacifism, King and Claustrophobia. Four distinct companion drones such as Attack, Collector, Ram and Snipe. Co-op and Online Competitive Multiplayer modes.","Genre(s): Action, Shooter, Static, Shoot-'Em-Up, Top-Down",85.0,7.3,Lucid Games,PlayStation 4,"Nov 25, 2014",E
GEOMETRY WARS 3: DIMENSIONS EVOLVED,"Geometry Wars 3: Dimensions Evolved includes all of the content & features from Geometry Wars 3: Dimensions and more: -Over 100 total levels including 40 all-new -Classic games modes in HD -15 3D grids including 5 all-new and 12 battle modes including Pacifism, King, Claustrophobia and 4 all-new modes -6 unique companion drones including Attack, Collect, Ram, Snipe, Defend and the all-new Sweep drone -New “Hardcore” mode for Geometry Wars purists with no drones or supers and a separate leaderboard -Cooperative and Online Competitive Multiplayer modes -Community and Friend Leaderboards","Genre(s): Action, Shooter, Shoot-'Em-Up, Top-Down",,6.2,Lucid Games,PlayStation 4,"Mar 31, 2015",E
GEORIFTERS,Five different bubble worlds lived perfectly in isolation....but one day they were connected by an unexpected event. Now they must learn to overcome their differences to survive.,"Genre(s): Action, General, Platformer, 2D",,tbd,Busy Toaster,PlayStation 4,"Feb 5, 2021",E
GET EVEN,"Cole Black wakes up in an old, abandoned asylum. He is confused and his sole memory is the attempted rescue of a teenage girl with a bomb strapped to her chest. With a strange technology fused to his head – used to read and replay human memory – Black travels into the depths of his own mind to discover the truth about his past. Every step he takes, leads to the mysterious Red, whose intentions it is difficult to guess. Get Even is a game maintained in convention of a thriller, where action is shown in first-person perspective (FPP). Raising fundamental questions about the understanding of justice and reality. The player discovers the story piece-by-piece through exploration of interactive environments.","Genre(s): Modern, Action, Shooter, First-Person, Arcade",71.0,7.2,The Farm 51,PlayStation 4,"Jun 23, 2017",
GET OVER HERE,Get Over Here is a fast-paced battle arena game. Choose one of the 12 over the top characters and get ready to finish your enemies.,"Genre(s): Action, General",,tbd,Reload Game Studio,PlayStation 4,"Sep 12, 2017",T
GET PACKED: FULLY LOADED,"Get Packed is a couch co-op removals game full of calamity and physics-based carnage for 1-4 players.

When a greedy salt mining company takes over Ditchlington, Last Ditch Removals must handle the hostile eviction.

With little time and even less caution, your ragtag removals team gets to work rapidly relocating the entire town... leaving a trail of destruction, explosions, and furniture fragments in your wake!

Are you ready for some destructive fun with friends?","Genre(s): Puzzle, Action",,tbd,Coatsink Software,PlayStation 4,"Jul 29, 2021",Stadia
GET TO THE TOP - BREAKTHROUGH GAMING ARCADE,"Breakthrough Gaming creates Christian themed entertainment products such as video games, animation, comics, and books!","Genre(s): Action, Arcade",,tbd,Breakthrough Gaming LLC,PlayStation 4,"Jul 4, 2021",E
GET TO THE TOP 2 - BREAKTHROUGH GAMING ARCADE,"A game in the ""Breakthrough Gaming Arcade"" series.","Genre(s): Action, Arcade",,tbd,Breakthrough Gaming LLC,PlayStation 4,"May 8, 2022",E
GHOST 1.0,"A mysterious agent, capable of becoming a digital ghost, sneaks aboard the Nakamura Space Station. This is where the fun begins: the station is well-protected with its heavy defences, never-ending arsenal of weapons, and mysterious artifacts. It will all have to be destroyed.","Genre(s): Action, Action Adventure, Platformer, Open-World, Metroidvania",,tbd,@unepic_fran,PlayStation 4,"Apr 8, 2019",E10+
GHOST BLADE HD,"Ghost Blade HD is an intense bullet-hell shoot 'em up game, with satisfying and addictive score-based gameplay, with its tradition going back to the shooting games of the 1990s era. Designed with a modern graphic style and special effects, Ghost Blade also features a 2-player mode. Ghost Blade HD Is easy to learn, yet hard to master.","Genre(s): Action, Shooter, Shoot-'Em-Up, Vertical",62.0,6.3,HUCAST,PlayStation 4,"Feb 28, 2017",
GHOST FILES: MEMORY OF A CRIME,"When Arthur Christie, famous private detective, wakes up in a strange basement next to an unknown dead man and no recollection of how he got there, he has to act fast! The police are on their way and they won't take ""I don't remember"" for an answer. Can Arthur pick up the pieces of his lost memory and solve the case of ""The Executioner"" serial killer? Find out in Ghost Files: Memory of a Crime!","Genre(s): Puzzle, Hidden Object",,tbd,Artifex Mundi,PlayStation 4,"May 5, 2020",T
GHOST GIANT,"Experience a new puzzle adventure from the studio behind Fe and Flipping Death. In Ghost Giant, you are the protector of the lonely little boy, Louis. Invisible to everyone but him, you explore his world and use your size to help him and the citizens of Sancourt.","Genre(s): Adventure, General",80.0,7.1,Zoink!,PlayStation 4,"Apr 16, 2019",E
GHOST OF A TALE,"You are Tilo, a courageous minstrel Mouse on a perilous quest to find his true love. Use stealth and cunning as you explore Dwindling Heights Keep–from its tallest towers to its deepest dungeons, evading its dangers and discovering its most ancient secrets.","Genre(s): Action Adventure, General",82.0,7.3,Seaven Studio,PlayStation 4,"Mar 12, 2019",E10+
GHOST OF TSUSHIMA,"The year is 1274. Samurai warriors are the legendary defenders of Japan -- until the fearsome Mongol Empire invades the island of Tsushima, wreaking havoc and conquering the local population. As one of the last surviving samurai, you rise from the ashes to fight back. But, honorable tactics won't lead you to victory. You must move beyond your samurai traditions to forge a new way of fighting -- the way of the Ghost -- as you wage an unconventional war for the freedom of Japan.","Genre(s): General, Action Adventure, Open-World",83.0,9.1,Sucker Punch,PlayStation 4,"Jul 17, 2020",M
GHOST OF TSUSHIMA: DIRECTOR'S CUT,"This new edition comes packed not only with the original game and every piece of additional content we’ve sold to date, but a brand-new adventure for Jin alongside a bunch of new features.","Genre(s): Action Adventure, Open-World",,6.7,Sucker Punch,PlayStation 4,"Aug 20, 2021",M
GHOST OF TSUSHIMA: IKI ISLAND,"If you’re a history buff, you may know that in addition to Tsushima, the neighboring island of Iki was also invaded during this time period. This island serves as the setting for a whole new chapter in Jin’s journey. In this new story, Jin travels to the island to investigate rumors of a Mongol presence. But soon, he finds himself caught up in events with deeply personal stakes that will force him to relive some traumatic moments from his past. [Sony]","Genre(s): Action Adventure, Open-World",,8.7,Sucker Punch,PlayStation 4,"Aug 20, 2021",
GHOST OF TSUSHIMA: LEGENDS,"A new co-op multiplayer mode inspired by Japanese mythology.

Legends is an entirely new experience it's a separate mode that doesn't follow Jin or the companions from his journey, but instead focuses on four warriors who have been built up as legends in stories told by the people of Tsushima. Ghost of Tsushima's single-player campaign focuses on an open world and exploring the natural beauty of the island, but Legends is haunting and fantastical, with locations and enemies inspired by Japanese folk tales and mythology and an emphasis on cooperative combat and action.

Legends is an exclusively cooperative gameplay experience. You'll be able to partner up with friends or via online matchmaking and play Legends in groups of 2-4 players. Each player can choose from one of four different character classes: the Samurai, Hunter, Ronin, or Assassin. Each class has unique advantages and abilities that we'll reveal in the future.

With two players in Ghost of Tsushima: Legends, you'll be able to play a series of co-op Story missions that escalate in difficulty, building on the foundation of combat from the single-player campaign but with new magical twists that often require careful synchronization with your partner.

With four players, you'll be able to take on wave-based Survival missions, fighting groups of the toughest enemies Tsushima has to offer, Including new Oni enemies with supernatural abilities.

If you can best the Story and Survival missions, you may be confident enough to take on the four-player Raid that will arrive shortly after the launch of Ghost of Tsushima: Legends, sending you and your partners to an entirely new realm to challenge a brutal, terrifying enemy.","Genre(s): Action Adventure, Open-World",,7.2,Sucker Punch,PlayStation 4,"Oct 16, 2020",M
GHOST PARADE,"There’s something spooky in the woods… And it needs your help! Team up with 30 ghostly companions, each one lending a unique ability. Explore this spine-tingling scrolling action adventure and work together to get everyone safely home. There’s something spooky in the woods… And it needs your help.","Genre(s): Action Adventure, General",,tbd,Lantera,PlayStation 4,"Oct 31, 2019",E10+
GHOST SONG,"On the desolate moon of Lorian, a long-dormant Deadsuit awakens from slumber. Journey beneath the surface on an atmospheric 2D adventure of self-discovery, ancient mysteries, and cosmic terror. Explore winding caverns and acquire new abilities to unearth this alien world’s long-buried secrets.","Genre(s): Action, Platformer, Metroidvania",,tbd,Old Moon,PlayStation 4,"Nov 3, 2022",T
GHOST SWEEPER,"After many centuries the Dark Lord is resurrected and rises from his ashes. Returning to his castle... he curses all the land. Now hordes of ghosts and the undead wander freely, haunting the people of the realm. Leaving the people with only one option, escape! But when hope fades... usually the heroes appear! The ""Ghost Sweepers"" are here! And ready to kick out the foul monsters! Prepare yourself to face the most crazy army of darkness that you have ever seen! Bloated ghosts, laughing pumpkins, creaking skeletons and many other weird creatures are waiting for you!

Explore 8 different worlds, from the Dark Forest to The Evil Lord's Lair. Travel through the haunted villages and graveyards on your journey to defeat the darkness. Each world has many levels and many secrets to discover! If you manage to find all the secrets, the gates to a hidden land will be opened!

Ghost Sweeper features fun stylized cartoon graphics and game-play that mixes action and puzzles, with a variety of items to help you along the way. Use your agility and speed to tackle your enemy or plan the perfect strategy to avoid confrontation, it is up to you!

Choose a different ""Ghost Sweeper"" to fit your style of play, or one more suited to a specific level. Discover hidden treasures and use them to buy useful items in the shop!","Genre(s): Action, Platformer, 2D",,tbd,7Raven Studios,PlayStation 4,"Nov 5, 2021",
GHOST SYNC,"In a world infested with evil beasts called savarians, a girl is on a journey to hunt these dangerous beings. One day she runs into a dog possessed by the soul of a young man. This meeting triggers a further long adventure awaiting only to reveal what is behind the mystery involving the world fate.

Possess looming enemies and summon spirits to support you in turn-based battles with outstanding animations! Take on missions in the Guild to raise your rank, and upgrade weapons to become more powerful. More enjoyment awaits you in this fateful RPG!","Genre(s): Role-Playing, Japanese-Style",,tbd,Kemco,PlayStation 4,"Dec 2, 2021",E10+
GHOST TRICK: PHANTOM DETECTIVE,"Ghost Trick is a story of mystery and intrigue that blends fun logic puzzles with the world of the supernatural, making for an entirely new and unique experience in the handheld gaming space. Part adventure game, part puzzle game, Ghost Trick's gameplay will challenge player's brains while its distinct art elements and character designs will deliver the fun.","Genre(s): Adventure, General",,,Capcom,PlayStation 4,"Jun 30, 2023",
GHOSTBUSTERS,"Have you and your friends been experiencing paranormal activity? Grab your Proton Pack and join the Ghostbusters as you explore Manhattan, blasting ghosts, and trapping those runaway ghouls.","Genre(s): Action, Shooter, Shoot-'Em-Up, Top-Down",30.0,1.4,Activision,PlayStation 4,"Jul 12, 2016",
GHOSTBUSTERS VR: FIREHOUSE + SHOWDOWN,"Immerse yourself in the world of Ghostbusters as you blast, trap, hunt and dodge New York’s finest ghosts in the Firehouse + Showdown bundle.
Firehouse: Explore the iconic Ghostbusters Firehouse in thrilling VR. Step inside the Ecto-1, assemble your Proton Wand, capture Slimer and more. Showdown: a fast-paced shooter where you’ll use your Ghostbusting skills to fend off waves of ghosts. Blast your way through and face a thrilling showdown with the most threatening Marshmallow you’ll ever roast. [Playstation.com]","Genre(s): Action Adventure, General",,tbd,Sony Pictures Virtual Reality,PlayStation 4,"May 2, 2018",
GHOSTBUSTERS: SPIRITS UNLEASHED,"Ghostbusters: Spirits Unleashed is coming to a platform near you. As a Ghostbuster, join with other Ghostbusters to chase and trap ghosts in museums, prisons, hotels, and more, and capture the ghosts before they can fully haunt the areas. Or, as the Ghost, hide, sneak, surprise, scare, and of course, slime Ghostbusters and civilians until the everything has gone completely spooky. Use trickery, deception, and Ectoplasm to gain the upper hand and drive the Ghostbusters out.","Genre(s): Action Adventure, General",,tbd,IllFonic,PlayStation 4,"Oct 18, 2022",E10+
GHOSTBUSTERS: THE VIDEO GAME REMASTERED,"The Ghostbusters video game is back and remastered. Strap on your proton pack once again and join the Ghostbusters on the adventure with the voice and likeness of the original crew as you battle to save New York. The game features the voices and in-game likenesses of Bill Murray, Dan Aykroyd, Harold Ramis, and Ernie Hudson in an original story penned by the writers of the original films - Dan Aykroyd and Harold Ramis. Experience unique ghost hunting, wrangling and trapping with upgradeable weapons in widely destructible environments. Test the team's mettle with large scale boss fights. Play through a unique storyline as the player battles and captures ghosts - both well-loved and brand new - throughout New York. [Epic]","Genre(s): Action, General",66.0,7.1,Saber Interactive,PlayStation 4,"Oct 4, 2019",T
GHOSTRUNNER,"Ghostrunner is a hardcore FPP slasher packed with lightning-fast action, set in a grim, cyberpunk megastructure. Climb Dharma Tower, humanity’s last shelter, after a world-ending cataclysm. Make your way up from the bottom to the top, confront the tyrannical Keymaster, and take your revenge. The streets of this tower city are full of violence. Mara the Keymaster rules with an iron fist and little regard for human life. As resources diminish, the strong prey on the weak and chaos threatens to consume what little order remains. The decisive last stand is coming. A final attempt to set things right before mankind goes over the edge of extinction. As the most advanced blade fighter ever created, you’re always outnumbered but never outclassed. Slice your enemies with a monomolecular katana, dodge bullets with your superhuman reflexes, and employ a variety of specialized techniques to prevail. One-hit one-kill mechanics make combat fast and intense. Use your superior mobility (and frequent checkpoints!) to engage in a never-ending dance with death fearlessly. Ghostrunner offers a unique single-player experience: fast-paced, violent combat, and an original setting that blends science fiction with post-apocalyptic themes. It tells the story of a world that has already ended and its inhabitants who fight to survive.","Genre(s): Action, Adventure, General, Platformer, 3D",76.0,7.2,ONE MORE LEVEL,PlayStation 4,"Oct 27, 2020",M
GHOSTRUNNER: PROJECT_HEL,"Take control of Hel, one of the original games’ bosses, as she descends Dharma Tower on a bloody quest of her own. Designed to appeal to new players and veterans, she’s more combat-oriented and can survive an additional attack compared to the Ghostrunner. Run on walls, soar through neon cityscapes, and slice through six levels while mastering Hel’s powers through her own ability progression system. Battle new enemies and bosses to the beat of six fresh tracks courtesy of electronic musician Daniel Deluxe.","Genre(s): Action, Platformer, 3D",,tbd,ONE MORE LEVEL,PlayStation 4,"Mar 3, 2022",
GHOSTS 'N GOBLINS RESURRECTION,"GHOSTS 'N GOBLINS IS BACK FROM THE GRAVE. Watch as this nostalgic yet completely reimagined storybook world unravels before your very eyes. Taking cues from both Ghosts 'n Goblins and Ghouls 'n Ghosts and giving birth to something entirely new, Resurrection is a title worthy of its name. Don't be fooledthis picturesque storybook world, while gorgeous, is a love-letter to the original titles and maintains the same punishing gameplay that fans have come to expect. So go on and test your mettle, for the gauntlet has been thrown!

Story

A long time ago...

In a far off land our tale begins, its beauty matched by none.
The knight, Arthur, and the princess there, bathed in midday sun.
...but suddenly something's amiss, the town is up in flames,
a cloud of darkness does emerge, the palace it does claim.

The shadow then extends its reach, to the Umbral Tree divine.
Its color fades, its vigor drained by powers most malign.
And with this chaos wrought, the Demon Lord plays his vile hand.
While Arthur's back is turned, the princess he kidnaps as planned.

In haste does Arthur don his armor, to save his maiden fair.
To the Demon Realm he does depart, so demons best beware.

Gameplay
Just like its predecessors, Ghosts 'n Goblins Resurrection makes use of simple controls that anyone can enjoy. Use them to your advantage as you fight your way through weird and spooky stages filled with unique enemies in this enchanting world brought to life with modern technology and game design philosophy!

Ghosts 'n Goblins is, well, hard. Its unyielding difficulty has been a defining characteristic of the series, and Resurrection pays respect to that legacy. You'll die, and you'll die again, but you'll dust yourself off and get better with every attempt as you learn more about your foes and further craft your strategy. You'll struggle, but you'll also bask in glory once you do eventually emerge victorious. That is Ghosts 'n Goblins.

In Resurrection, Arthur can obtain 8 types of weapons, each with its own unique characteristics. Fell your foes with old favorites such as the Lance and the Dagger, shoot shockwaves with the Hammer to launch enemies, or send a Spiked Ball crashing along the ground to bowl them over instead! Use theseand moreto your advantage as you form your plan to progress through the Demon Realm!

In addition to his large arsenal of weapons, Arthur can also learn a magnitude of magic and skills. Use Thunderstorm to unleash a hailstorm of bolts in four directions, or learn Kitted Out to increase Arthur's inventory space and carry more weapons. With tons more available, be sure to make room for magic and skills in your strategy!

Make full use of Arthur's weapons, magic, and skills as you brave the ordeals of the Demon Realm to bring the princess home safely. Muster every ounce of grit you possess; you're going to need it!","Genre(s): Action, Platformer, 2D",69.0,6.0,Capcom,PlayStation 4,"Jun 1, 2021",
GHOSTS IN THE TOYBOX: CHAPTER 1,,"Genre(s): Action, Shooter, Light Gun",,tbd,Viewpoint Games,PlayStation 4,"Nov 6, 2017",E10+
GHOSTWIRE: TOKYO - PRELUDE,"Enter Ghostwire: Tokyo – Prelude, a free visual novel adventure available today on PlayStation 4 and PlayStation 5 systems. The story of Prelude focuses on KK, a wisened detective investigating mysterious phenomenon set roughly six months right before the events of Ghostwire: Tokyo. Following a lead on a missing friend, KK and his fellow investigators stumble upon what can only be described as urban legends coming to life…","Genre(s): Action Adventure, Adventure, General, Visual Novel",,6.8,Bethesda Softworks,PlayStation 4,"Mar 1, 2022",T
GHOULBOY,"Ghoulboy is a retro-inspired style action platformer that combines the action-RPG genre with hack ‘n’ slash gameplay. Slay as many monsters as possible, collect loot, avoid dangerous traps and defeat menacing bosses.","Genre(s): Action, Platformer, 2D",,5.4,Serkan Bakar,PlayStation 4,"Mar 5, 2019",E10+
GIANA SISTERS: DREAM RUNNERS,"In Giana Sisters: Dream Runners, Giana competes with herself. But now she’s not only cute and punk… there’s more. Two more to be exact.","Genre(s): Action, Platformer, 2D",37.0,5.0,Black Forest Games,PlayStation 4,"Aug 19, 2015",E
GIANA SISTERS: TWISTED DREAMS - DIRECTOR'S CUT,"Giana Sisters: Twisted Dreams is a challenging fast-paced platformer with a twist. Players can warp Giana's dream into a nightmarish world of wonder, changing her abilities and interactions. Players must use their skills, speed, brains, and powers to defeat the dangers that populate her twisted dreams!","Genre(s): Action, Platformer, 2D",80.0,7.3,Black Forest Games,PlayStation 4,"Dec 9, 2014",
GIGA WRECKER ALT.,"In the near future, where Earth has been ravaged by robot invaders, the fate of the planet rests of the shoulders of a young girl who becomes more than human. Saved from death and cursed with cybernetic powers beyond comprehension, it's up to Reika Rekkeiji to save humanity from the evil Ajeet in this exciting new game from legendary developer Game Freak. GIGA WRECKER ALT. combines frantic platforming, intense combat and physics-based puzzle challenges into one exciting adventure. By destroying robotic enemies and the world around her, Reika can form the resulting debris into all manner of weapons and tools. Use these to overcome obstacles and solve puzzles, navigate through platform-laiden levels, then take the fight to the robot invaders and save mankind from extinction before it's too late.","Genre(s): Action, Platformer, 2D",67.0,2.8,Game Freak,PlayStation 4,"Apr 12, 2019",T
GIGABASH,"After centuries spent slumbering in the bowels of the earth, the primordial beasts known as Titans have awoken. Now they must battle humanity - and one another - for total world dominance.

GigaBash combines the chaos and creativity of titles like Power Stone, Super Smash Bros Ultimate and War of Monsters with the jaw-dropping scale of the classic kaiju movies. Play as either a rampaging Titan or a Titan-hunting mecha; summon lightning from the heavens, use a radio tower as a baton, or roll a whole district (and your enemies) into a single massive snowball. Wreak enough havoc and you'll evolve into your final form, the terrifyingly titanic S-Class.","Genre(s): Action, Fighting, 3D",,tbd,Passion Republic,PlayStation 4,"Aug 5, 2022",T
GIGANTOSAURUS: DINO KART,"Race around Cretacia in an action-packed kart championship that's almost as big as Gigantosaurus's appetite!

Players of all ages can compete against their friends and family with auto-steering karts and on-screen text tip read aloud by Mazu the brainy Ankylosaurus. And there's more! Up to four players can play together in split screen multiplayer for a real family adventure!

Go kart or go home in this prehistoric racing showdown! Choose from eight different characters including Bill, Mazu, Rocky and Tiny, speed around fifteen tracks full of awesome obstacles and power up across multiple locations throughout Cretacia.

Collect special skills on the track to create shortcuts or gain a jetpack-powered boost to zoom ahead of the opposition and win the race all whilst steering clear of Gigantosaurus, the biggest and fiercest dinosaur in the land.","Genre(s): Racing, Arcade, Other",,tbd,3DClouds,PlayStation 4,"Feb 17, 2023",E
GIGANTOSAURUS: THE GAME,"Explore and race across the prehistoric world of Gigantosaurus. This Disney dino tale is part saving the world, part super race, and all giant fun!

Rocky, Tiny, Mazu and Bill have scary problems like the meteor that's blocked up Giganto's volcano! Only you and your dino friends can dare to solve puzzles and save the day but you might need Giganto's powers too! And the end of each story is the start of a super rally to the next zone. Will you be the most roarsome adventurer or the fastest racer?","Genre(s): Action Adventure, General",,tbd,Cyber Group Studios,PlayStation 4,"Mar 27, 2020",Stadia
GIGAPOCALYPSE,"As a little kid, picking up your dragon toys, spewing fire, feels powerful and destroying everything is one of the best childhood memories for many of us.

Now you become that giant monster in Gigapocalypse, a 2D pixel art destruction game, inspired by classical Kaiju movies such as ""Godzilla"" and ""King Kong"" and the game classic ""Rampage"".

Gigapocalypse features a selection of different ""Gigas"" from the Prehistoric era, the uncharted outer space and the forgotten history. Each with unique skills, mutations and manifold skins that can be unlocked with level ups.","Genre(s): Action, General",,tbd,Goody Gameworks,PlayStation 4,"Aug 5, 2022",E10+
GINGA FORCE,"Fight over the Earth-like planet of Seventia and its scarce resources of Septonium. A vertical shoot ’em up at its core with an added focus towards immersive storytelling. Follow the story of Alex and Margaret, two exceptional pilots, for the first time on Steam.","Genre(s): Action, Shooter, Shoot-'Em-Up, Vertical",75.0,tbd,Qute,PlayStation 4,"Sep 24, 2020",
GINGER: BEYOND THE CRYSTAL,"A world destroyed by a crystal explosion, a mysterious threat hanging over its inhabitants, and a goddess who creates a hero. This is Ginger: Beyond The Crystal. Ginger must reestablish the connection with the goddess by purifying corrupted crystals that have spread throughout the worlds. It won’t be easy — the worlds are full of enemies and traps across 15 different levels. [Playstation.com]","Genre(s): Action, Platformer, 3D",61.0,6.2,Drakhar Studio,PlayStation 4,"Oct 25, 2016",
GIRAFFE AND ANNIKA,"Lovable, cat-eared Annika sets off on a grand quest on the Island of Spica! 3D adventure & rhythm action genres mesh in the lush, pastoral and beautiful manga-inspired world of Giraffe and Annika.","Genre(s): Adventure, 3D, Third-Person",70.0,5.5,Atelier Mimina,PlayStation 4,"Aug 25, 2020",E
GLADIATOR: BLADES OF FURY,"Gladiator: Blades of Fury is a melee combat action fighting game set during the medieval period. Players can play as a gladiator from four different clans, namely the Barbarians, the Assassins, the Knights, and the Dwarves. All heroes are unique and have their own weapons, skills, and fighting styles.

Test your combat skills in the tournament mode and claim the ultimate price, to be crowned the champion gladiator. The thrilling quick match mode allows you to play and practice a quick game to sharpen your skills. Explore different environments while you learn the art of combat.","Genre(s): Action, Beat-'Em-Up, Fighting, 3D",,tbd,Yash Future Tech Solutions Pvt Ltd,PlayStation 4,"Apr 9, 2019",
