title,description,genres,meta_score,user_score,developer,platform,release_date,rating
DC LEAGUE OF SUPER-PETS: THE ADVENTURES OF KRYPTO AND ACE,"Suit up as super-dogs Krypto and Ace and get ready to soar through the skies and protect the streets of Metropolis in this pet rescue adventure inspired by the movie! When Superman and Batman’s favorite caped canines uncover Lex Luthor’s plot to pet-nap Metropolis’ strays, these four-legged fighters aren’t just going to roll over. So, unleash Krypto’s Heat Vision and Arctic Bark powers, or Ace’s Batarangs and Shoulder Charge attacks, to bring the evil LexBots to heel. Rescue animals along the way, before they’re locked up in LexCorp Zoo and prepare for the ultimate battle with Lex and his high-tech War Suit. Being a Super-Pet isn’t all ruff and tumble. Pamper your furry friends at the Adoption Center to help them find forever homes and receive special rewards. And hang out with your pals Chip, Merton, and PB to learn superpower upgrades. It’s a bird… It’s a plane… It’s the DC Super-Pets!","Genre(s): Action Adventure, General",N/A,tbd,PHL Collective,Stadia,"Jul 15, 2022",E10+
DEAD BY DAYLIGHT,"Dead by Daylight is a multiplayer (4vs1) horror game where one player takes on the role of the savage Killer, and the other four players play as Survivors, trying to escape the Killer and avoid being caught, tortured and killed.

Survivors play in third-person and have the advantage of better situational awareness. The Killer plays in first-person and is more focused on their prey.

The Survivors' goal in each encounter is to escape the Killing Ground without getting caught by the Killer - something that sounds easier than it is, especially when the environment changes every time you play.

Key Features:

* Survive Together Or Not - Survivors can either cooperate with the others or be selfish. Your chance of survival will vary depending on whether you work together as a team or if you go at it alone. Will you be able to outwit the Killer and escape their Killing Ground?

* Where Am I? - Each level is procedurally generated, so youll never know what to expect. Random spawn points mean you will never feel safe as the world and its danger change every time you play.

* A Feast for Killers - Dead by Daylight draws from all corners of the horror world. As a Killer you can play as anything from a powerful Slasher to terrifying paranormal entities. Familiarize yourself with your Killing Grounds and master each Killers unique power to be able to hunt, catch and sacrifice your victims.

* Deeper and Deeper - Each Killer and Survivor has their own deep progression system and plenty of unlockables that can be customized to fit your own personal strategy. Experience, skills and understanding of the environment are key to being able to hunt or outwit the Killer.

* Real People, Real Fear - The procedural levels and real human reactions to pure horror makes each game session an unexpected scenario. You will never be able to tell how its going to turn out. Ambience, music, and chilling environments combine into a terrifying experience. With enough time, you might even discover whats hiding in the fog.","Genre(s): Action Adventure, Survival",N/A,6.8,Behaviour Interactive,Stadia,"Oct 1, 2020",M
DEAD BY DAYLIGHT: A BINDING OF KIN,"A Binding of Kin is a new Chapter for Dead by Daylight. It includes a unique Killer but 2 characters: The Twins (Charlotte & Victor), and a Survivor, Élodie Rakoto. Purchasing the add-on will unlock its new Killers, new Survivor, and an exclusive item for the Survivor: Elodie's Sunset Crop.

The new Killer comes as a pair: conjoined twins from 17th century France, Charlotte and Victor Deshayes formed an emotional bond like none other. After a life of hardship and suffering, The Entity has twisted their love for one another into something truly terrifying.

The new Survivor is Élodie Rakoto. Cunning, smart, and resolute, Élodie Rakoto spent her life trying to uncover the mystery of her parents' disappearance. Grief-stricken and guilt-ridden, Élodie turned to the occult to find the answers she was looking for.","Genre(s): Action Adventure, Survival",N/A,7.4,Behaviour Interactive,Stadia,"Dec 1, 2020",M
DEAD BY DAYLIGHT: RESIDENT EVIL,"It's time for you to step into the Racoon City police station as Dead by Daylight’s meets with Resident Evil. This new Chapter includes a Killer, Nemesis. Take control of Umbrella’s bloodthirsty bio-organic weapon and hunt your targets without mercy. But Nemesis isn’t the only addition to the character roster: 2 new Survivors are joining The Entity’s Realm with Leon S. Kennedy and Jill Valentine. Unflinching in his mission to expose Umbrella, Leon has proven himself a true survivor since his first day with the RPD. Jill is a brilliant S.T.A.R.S. agent, one of the only surviving members of her unit, and a hard target for even the most unrelenting adversary.","Genre(s): Action Adventure, Survival",N/A,6.0,Behaviour Interactive,Stadia,"Jun 15, 2021",M
DEAD BY DAYLIGHT: RESIDENT EVIL - PROJECT W,"Only those deemed worthy of Uroboros can achieve true potential. Dead by Daylight: Resident Evil: PROJECT W features a new Killer – Albert Wesker, The Mastermind – and new Survivors Ada Wong and Rebecca Chambers. Purchasing this add-on unlocks an exclusive charm: Green Vial.","Genre(s): Action Adventure, Survival",N/A,tbd,Behaviour Interactive,Stadia,"Aug 30, 2022",N/A
DEAD BY DAYLIGHT: SADAKO RISING,"With immense powers and a fearsome temper, Sadako was left to perish in a watery grave. Her violent wrath manifested into a cursed videotape that condemns its viewers to a chilling fate. No stranger to Sadako’s fury is Yoichi Asakawa, whose young life was forever altered by The Onryō’s rage. Now a marine biologist, his story continues as his search for answers drove him through treacherous waters, deep into a realm beyond rational understanding.","Genre(s): Action Adventure, Survival",N/A,tbd,Behaviour Interactive,Stadia,"Mar 8, 2022",M
DEATHRUN TV,"Coming to you from the largest studio ever constructed...The show where contestants risk it all to gather likes from audiences watching all over the world; 24 hours a day. The entertainment never ends!

DEATHRUN TV is a fast hardcore rogue-lite twin-stick shooter set in the world's biggest and craziest game show. You'll experience real-time blistering speed and bullet-dodging action as you compete for glory...assuming you're able to survive in this 2D bullet hell where only ""likes"" really count.","Genre(s): Action, Shooter, Shoot-'Em-Up, Top-Down",N/A,tbd,Laser Dog,Stadia,"Jun 1, 2022",N/A
DELIVER US THE MOON,"Deliver Us The Moon is a Sci-Fi thriller set in an apocalyptic near future, where Earth's natural resources are depleted.

A lunar colony providing a vital supply of energy has gone silent. A lone astronaut is sent to the moon on a critical mission to save humanity from extinction.

Will you save mankind or be forgotten in the dark abyss of Space?","Genre(s): Action Adventure, Adventure, General",N/A,7.2,KeokeN Interactive,Stadia,"Jun 1, 2022",T
DESTINY 2: BEYOND LIGHT,"The frontier of Europa holds many lost secrets from the past, including the dark power of Stasis. Work with the mysterious Exo Stranger to harness this new power before Eramis, the Kell of Darkness, bestows it on her Fallen forces. Grow your arsenal, command Stasis, and go beyond the Light.","Genre(s): Action, Shooter, First-Person, Arcade",N/A,7.3,Bungie,Stadia,"Nov 10, 2020",N/A
DESTINY 2: THE COLLECTION,"Play Destiny 2: The Collection and the latest chapter, Shadowkeep, whenever and wherever you want.","Genre(s): Action, Shooter, First-Person, Arcade",N/A,7.6,Bungie,Stadia,"Nov 19, 2019",T
DESTINY 2: THE WITCH QUEEN,"The Definitive Destiny Campaign. Delve into Savathûn’s Throne World to uncover the mystery of how she and her Lucent Hive stole the Light. Learn the secrets to crafting new weapons, the new Glaive, and survive the truth within her web of lies. New Destination. A twisted wonderland of corruption and splendor, Savathûn’s Throne World plays host to a fragile balance of power. From her palace to the swamp, all that she hides can be found here. Weapon Crafting. Create custom weaponry with unique mod, shader, and stat combinations. Master the new Glaive weapon type and unleash powerful melee combos, projectile attacks, and a deployable energy shield.","Genre(s): Action, Shooter, First-Person, Arcade",N/A,6.7,Bungie,Stadia,"Feb 22, 2022",N/A
DESTROY ALL HUMANS!,The cult-classic returns! Terrorize the people of 1950's Earth in the role of the evil alien Crypto-137. Harvest their DNA and bring down the US government in the faithful remake of the legendary alien invasion action adventure. Annihilate puny humans using an assortment of alien weaponry and psychic abilities.,"Genre(s): Action Adventure, General",N/A,7.1,Black Forest Games,Stadia,"Jul 28, 2020",T
DIRT 5,"DIRT 5 is the most ambitious title yet in Codemasters' legendary off-road franchise. With brand new features and breathtaking action, DIRT 5 creates a vibe that delivers big on epic racing, pure expression, and unbridled style.

Master over 70 routes in 10 global locations. From ice racing in New York to the marble mines of Italy, to twisting through the favelas of Brazil, conquer dynamic weather and hazardous terrain across all corners of the world.

Rise to stardom in a story-driven Career starring world-renowned voice talents Troy Baker and Nolan North. Prove your worth, earn sponsorships and defeat a fierce rival in an atmospheric world of off-road racing.","Genre(s): Racing, Simulation, Automobile",N/A,6.2,Codemasters,Stadia,"Mar 24, 2021",E
DISCO ELYSIUM: THE FINAL CUT,"Disco Elysium - The Final Cut is the definitive edition of the smash-hit RPG. Pursue your political dreams in new quests, meet and question more of the city's locals, and explore a whole extra area. Full voice-acting, controller support, and expanded language options also included.

Get even more out of this award-winning open world. You're a detective with a unique skill system at your disposal and a whole city block to carve your path across. Interrogate unforgettable characters, crack murders, or take bribes. Become a hero or an absolute disaster of a human being.","Genre(s): Role-Playing, General, Western-Style",N/A,8.0,ZA/UM,Stadia,"Mar 30, 2021",M
DOOM 64,"You killed the Demons once, they were all dead. Or so you thought... A single Demon Entity escaped detection. Systematically it altered decaying, dead carnage back into grotesque living tissue. The Demons have returned - stronger and more vicious than ever before. You mission is clear, there are no options: kill or be killed!","Genre(s): Action, Shooter, First-Person, Arcade",N/A,8.3,Night Dive Studios,Stadia,"May 12, 2020",M
DOOM ETERNAL,"Developed by id Software, DOOM® Eternal is the direct sequel to the award-winning and best-selling DOOM® (2016). Experience the ultimate combination of speed and power as you rip-and-tear your way across dimensions with the next leap in push-forward, first-person combat. Powered by idTech 7 and set to an all-new pulse-pounding soundtrack composed by Mick Gordon, DOOM Eternal puts you in control of the unstoppable DOOM Slayer as you blow apart new and classic demons with powerful weapons in unbelievable and never-before-seen worlds.

Slayer 2.0
Unleash the overwhelming power of the DOOM Slayer. With updated armor and an arsenal of new and improved equipment, including a shoulder-mounted cannon with flamethrower, extendable blade, and a new dash ability, you're faster and deadlier than ever. Destroy every demon in your path with an upgraded array of guns and mods, including the Super Shotgun's new Meat Hook attachment to pull yourself point blank with the faces of hell.

Rip More, Tear More
Obliterate more demons than ever before, each with their own attacks and abilities. Fan-favorite classics such as the Pain Elemental, Archvile, and Arachnotron make their return, while a horde of totally-new demons join the roster including the DOOM Hunter and corrupted Marauders. DOOM Eternal's ""destructible demons"" system takes your power fantasy to new levels by ensuring that every trigger pull has never felt better

All-new Invasion
As the Slayer, allow real players to invade your campaign as demons for a dramatic and unpredictable twist anytime you're playing the campaign. Or join the ranks of the damned yourself as you become a demon and invade a friend or other player's campaign. Invade others either by yourself or with another player, as part of a hunting party, to give the Slayer a true taste of Hell.

We're Not on Mars Anymore
Rip and tear across epic, never-before-seen worlds. Witness the tumbling skyscrapers of Hell on Earth; battle through an invasion of the mammoth BFG 10,000 on Phobos; and discover the ancient secrets of the DOOM universe. With idTech7, every environment is brought to life in unprecedented detail.","Genre(s): Action, Shooter, First-Person, Arcade",N/A,8.6,id Software,Stadia,"Mar 20, 2020",M
DOOM ETERNAL: THE ANCIENT GODS PART ONE,"The fight's not over!

Your victory over the hordes of Hell spared Earth from a perilous, demon-infested fate, but saving humanity has upset the delicate balance of power in the heavens. Become the DOOM Slayer once again and set things right in DOOM Eternal's first single-player expansion, The Ancient Gods, Part One.

Travel to previously uncharted realms of the DOOM universe and confront a new challenge head-on.","Genre(s): Action, Shooter, First-Person, Arcade",N/A,8.4,id Software,Stadia,"Oct 20, 2020",M
DOOM ETERNAL: THE ANCIENT GODS PART TWO,"The Ancient Gods Part Two is the epic conclusion to the DOOM Slayer's Saga and the second campaign expansion to the critically acclaimed DOOM Eternal.

You denied the gods and awoke an ancient evil. Now rally the scattered Sentinel armies, lay siege to the last bastion of Hell, break through the fortress walls, and face the Dark Lord himself. The soul of the universe hangs in the balance.

Your war against Hell ends here.

EXPERIENCE THE END OF THE SLAYER'S SAGA
Experience the epic conclusion to the DOOM Slayer's saga. From the moment you were activated by Samuel Hayden at the UAC facility on Mars to the destruction of the Icon of Sin, all your battles have led to this. Prepare to siege Immora, the last bastion of the dark realm, challenge the Dark Lord in combat, and seal the demons within Hell for good.

FIGHT ACROSS EPIC BATTLEFIELDS
From the ruins of ancient Sentinel settlements and the cosmic wonders of the World Spear, to a devastated and overgrown city on Earth hiding a mysterious gateway, face Hell's armies in never-before-seen locations as you fight your way to Immora, the last bastion of the Dark Lord protected by towering walls and powered by advanced technology.

FACE CHALLENGING ENEMY VARIANTS
Face new, deadly variants of demons. The Armored Baron wears special armor and uses a charged fist attack. The Stone Imp possesses a nearly impenetrable hide and prefers close combat. The Screecher is a zombie that empowers nearby demons when killed. The Cursed Prowler is a mutation with venomous, cursed claws. Exploit their weaknesses to destroy them.

WIELD THE SENTINEL HAMMER
Deliver more destruction with the Sentinel Hammer, an ancient weapon capable of stopping any demons caught within its shockwave. Use it to stun demons or combine it with the Ice Bomb or Flame Belch to extract much-needed health or armor.","Genre(s): Action, Shooter, First-Person, Arcade",N/A,8.5,id Software,Stadia,"Mar 18, 2021",M
DRAGON BALL Z: KAKAROT,"Relive the story of Goku in DRAGON BALL Z: KAKAROT! Beyond the epic battles, experience life in the DRAGON BALL Z world as you fight, fish, eat, and train with Goku. Explore the new areas and adventures as you advance through the story and form powerful bonds with other heroes from the DRAGON BALL Z universe.

Experience the Story
Experience the story of DRAGON BALL Z from epic events to light-hearted side quests, including never-before-seen story moments that answer some burning questions of Dragon Ball lore for the first time!

Iconic DRAGON BALL Z
Play through iconic DRAGON BALL Z battles on a scale unlike any other. Fight across vast battlefields with destructible environments and experience epic boss battles that will test the limits of your combat abilities. Increase your power level and rise to the challenge!

Don't Just Fight As Goku
Live as Goku. Fish, fly, eat, train, and battle your way through the DRAGON BALL Z sagas, making friends and building relationships with a massive cast of DRAGON BALL characters.","Genre(s): Role-Playing, Action RPG",N/A,8.5,CyberConnect2,Stadia,"Oct 26, 2021",N/A
DRAGON BALL: XENOVERSE 2,"DRAGON BALL XENOVERSE 2 builds upon the highly popular DRAGON BALL XENOVERSE with enhanced graphics that will further immerse players into the largest and most detailed Dragon Ball world ever developed.

DRAGON BALL XENOVERSE 2 will deliver a new hub city and the most character customization choices to date among a multitude of new features and special upgrades.

* Relive the Dragon Ball story by time traveling and protecting historic moments in the Dragon Ball universe
* Brand new hub city more than 7X the size of the original game with 300 players online at the same time
* Next-gen visuals bring the Dragon Ball anime experience to life
* New characters and boss fights
* More in depth character creation system and battle adjustments
* Free updates and post launch support for more than a year","Genre(s): Action, Fighting, 3D",N/A,8.1,Dimps Corporation,Stadia,"Dec 17, 2019",T
DRAGON QUEST XI S: ECHOES OF AN ELUSIVE AGE - DEFINITIVE EDITION,"You are the Luminary, the hunted hero who will protect the land from destruction in the latest RPG from the iconic DRAGON QUEST series. With a ragtag band of adventurers, you'll engage in well-balanced, turn-based battles and embark on quests across the kingdom of Erdrea.

Forge gear, develop party members' skills, and alter their outfits without changing gear in this edition of the game!

This version also lets you ride and attack with monsters on the field to earn experience points, as well as change between HD or 16-bit visuals, symphonic or synth music, and English or Japanese audio. Complete the tale with new character-focused stories, and travel to past DRAGON QUEST worlds!","Genre(s): Role-Playing, Japanese-Style",N/A,8.4,Square Enix,Stadia,"Mar 16, 2021",T
DREAMWORKS DRAGONS DAWN OF NEW RIDERS,"A new heroic dragon and rider are taking to the skies and only you can help them defeat the evil villains who destroyed a dragon sanctuary created by Hiccup and Toothless.

When the island of Havenholme is found in ruins, mysterious survivors emerge as unlikely future heroes. Scribbler is a scholar who cannot remember his past while Patch is a unique breed of dragon, a ""chimeragon,"" who harnesses new, unexpected powers they both discover along the way. Together they must explore new islands, battle fierce enemies, and piece together lost memories that will reveal the strange truth about Patch's origin and why the villain, Eir, will stop at nothing to recapture him.","Genre(s): Action Adventure, Linear",N/A,tbd,Climax Studios,Stadia,"Aug 13, 2021",E10+
DREAMWORKS DRAGONS: LEGENDS OF THE NINE REALMS,"Unleash your inner dragon and fly beyond the Hidden World, on your fiery adventure to find and rescue Thunder's family and save the legendary dragon kingdoms!

Soar and dive through unexplored realms of fire, ice, and beyond. Use your speed, tail, and claws to defeat strange creatures and giant bosses in your way. Level up Thunder to become the ultimate hero choosing which new powers to unlock. All dragon kind is depending on you!

Features:

* BE A DRAGON Experience the freedom of flight and the power of Thunder and his friends.
* FLY TO NEW REALMS Explore the realms in search of Thunder's family.
* BUILD YOUR CHARACTER Level up your dragon for speed, strength, or intelligence as your experience grows.
* UNLOCK NEW HEROES Play as Plowhorn, Wu & Wei, and Feathers, switching between dragons at will.","Genre(s): Action Adventure, General",N/A,tbd,Casual Brothers,Stadia,"Sep 23, 2022",E10+
DREAMWORKS SPIRIT LUCKY'S BIG ADVENTURE,"Where will Lucky's treasure map lead you? Ride as Lucky on her faithful mustang, Spirit, and begin a wild new adventure in Miradero. There's a whole wide-open frontier full of exciting quests and wildlife to explore. With Lucky's fearless best friends Abigail and Pru by your side, you're bound to have lots of fun!

You'll need to navigate dangers too, like the horse wrangler Hendricks, who's a little too interested in your treasure hunt. But with the PALs together, and the bond between Lucky and Spirit growing stronger, you're ready to become a true frontier expert. Friendship, nurturing, and exploration hold the key to unraveling the mystery and outsmarting the villainous Hendricks.","Genre(s): Action Adventure, Open-World",N/A,tbd,AHEARTFULOFGAMES,Stadia,"Jun 1, 2021",E
DYNASTY WARRIORS 9 EMPIRES,"Empires, a unique ""Romance of the Three Kingdoms"" experience.

Dramatic stories of officers on different sides. All 94 officers who have appeared in DYNASTY WARRIORS 9 will be playable. In addition, players can control all 700 common officers.

Storm the castle. Command the stage! A major change from previous series titles, areas around castles become battlefields, evolving into ""Storming the Castle"" instances. Employ strategic Secret Plans and balance Army Affinity to break through the enemy's gate.

Defeat the enemy commander in Decisive Battle mode to claim victory of the castle. Head into war or form alliances through the Politics System.

The Empires series' signature domestic system is back. With a high degree of flexibility, set long and mid term kingdom goals, recruit new officers, procure logistics, and execute a variety of military, economic and diplomatic commands to strive to unify China.","Genre(s): Action, Beat-'Em-Up, 3D",N/A,10,Koei Tecmo Games,Stadia,"Feb 15, 2022",T
EL HIJO: A WILD WEST TALE,"El Hijo: A Wild West Tale is an exciting spaghetti-western stealth game, in which you guide a 6-year-old boy on his quest to find his mother.

As a six-year-old, ""El Hijo"" must always sneak past the dangers of his world. As he overcomes his challenges, he gains self-confidence and cunning and with it more schemes to get past his foes. On his journey, he will find himself in a remote monastery, a harsh and unforgiving stretch of desert and a frontier town rife with crime and villainy.

The journey begins when a farmer and her son El Hijo are attacked by bandits who raze their farm to the ground. The mother decides to leave ""El Hijo"" at a secluded monastery in order to protect him. However, El Hijo decides that the monastic life is not for him and decides to escape. ""El Hijo - A Wild West Tale"" is a non-violent stealth game. Violence is instead exchanged with the mischievous, playfulness of a young child. Shadowplay is in the core of the game and ""El Hijo"" will often have to hide. Without needlessly adding new mechanics, the gameplay is extended naturally, as variations of existing mechanics are gradually introduced and then combined with each other to increase the challenge. These twists on familiar mechanics are often a product of the varied, increasingly dangerous environments that ""El Hijo"" must traverse to reach his ultimate goal.","Genre(s): Action Adventure, General, Linear",N/A,6.7,Honig Studios,Stadia,"Dec 3, 2020",E
EMBR,"Embr is a frantic firefighting game set in a hyper-capitalist reality where traditional emergency services are a thing of the past. Scale buildings, smash windows, fight fires and save lives either solo or co-op in up to teams of four. Embr is the last stand in a world ablaze.","Genre(s): Simulation, Action Adventure, General, Virtual, Career",N/A,tbd,Muse Games,Stadia,"May 21, 2020",E10+
ENTER THE GUNGEON,"Enter the Gungeon is a gunfight dungeon crawler following a band of misfits seeking to shoot, loot, dodge roll and table-flip their way to personal absolution by reaching the legendary Gungeon’s ultimate treasure: the gun that can kill the past.","Genre(s): Action, Shooter, Shoot-'Em-Up, Top-Down",N/A,7.5,Dodge Roll,Stadia,"Dec 22, 2020",T
EPISTORY - TYPING CHRONICLES,"Epistory is an atmospheric adventure typing game that tells the story of a writer lacking inspiration who asks her muse to help write her latest book.

In Epistory you play the muse, a fictional character in a world where everything is untold. Your adventure begins on a blank page, but the world will soon become larger and livelier as you gather inspiration, solve its mysteries and defeat its enemies. From movement to opening chests and fighting in epic battles, every element in the game is controlled exclusively with the keyboard.

As you progress and explore the fantasy origami world, the story literally unfolds in the writer's mind and the mysteries of the magic power of the words are revealed.","Genre(s): Action Adventure, General",N/A,7.4,Fishing Cactus,Stadia,"Feb 2, 2021",E
EVERSPACE,EVERSPACE is a roguelike 3Dspace shooter for Windows PC.,"Genre(s): Simulation, Space, Combat",N/A,tbd,ROCKFISH Games,Stadia,"Dec 1, 2020",T
EVERSPACE: ENCOUNTERS,"Encounters is the first major expansion for EVERSPACE, enriching the game world with new story characters and questlines, a brand-new player ship, freighter-loads of novel equipment, additional enemies, and much more.

Impress your peers with the new Colonial Sentinel, a medium fighter craft, and make use of its powerful shield and advanced electronic warfare capabilities. Mileage may vary.

Play five new quest lines and meet new characters, each with their own motivations and agendas. Ever met a robot bounty hunter with a French accent who would rather create than destroy? Of course not. Or an alien scientist who sends you on a hunt for space creatures? That's right. Creatures... in space.","Genre(s): Simulation, Space, Combat",N/A,tbd,ROCKFISH Games,Stadia,"Dec 1, 2020",T
F1 2020,"For the first time, players can create their own F1® team by creating a driver, then choosing a sponsor, an engine supplier, hiring a teammate and competing as the 11th team on the grid. Build facilities, develop the team over time and drive to the top. Customise your 10-year career mode, with a choice of F2™ Championship introduction options and season lengths to allow for a more exciting, multiple season, career. The addition of split-screen racing, a new steering assist and a more accessible race experience means that you can enjoy the game with friends, no matter what your skill level. F1® 2020 features all the official teams, drivers and 22 circuits, including two new races: Hanoi Circuit and Circuit Zandvoort. Online connection required to download the final teams’ 2020 cars (as applicable) and F2™ 2020 season content.","Genre(s): Racing, Simulation, Automobile",N/A,8.0,Codemasters,Stadia,"Jul 6, 2020",E
FAMILY FEUD,Classic mode features the authentic Family Feud experience. Choose a difficulty and take on an AI team just as determined as you are. Party Battle lets you get into teams with your family and friends as you battle each other in local multiplayer. Couch vs. Couch brings the experience online! Play against others across the world. The Live Show feature allows you to broadcast your game and play with your viewers.,"Genre(s): Miscellaneous, Trivia / Game Show",N/A,4.0,Ubisoft,Stadia,"Nov 12, 2020",E
FAR CRY 3: BLOOD DRAGON,"Welcome to an 80s vision of the future. The year is 2007 and you are Sargent Rex Colt, a Mark IV Cyber Commando. Your mission: get the girl, kill the baddies, and save the world.

Experience every cliche of a VHS era vision of a nuclear future, where cyborgs, blood dragons, mutants, and Michael Biehn (Terminator, Aliens, Navy Seals) collide.","Genre(s): Action, Shooter, First-Person, Arcade",N/A,8.2,Ubisoft Montreal,Stadia,"Jul 7, 2022",M
FAR CRY 6,"Far Cry 6 reveals a Caribbean island simmering with revolutionary tension. The title features actor Giancarlo Esposito (“Better Call Saul,” “The Boys,” “The Mandalorian”) as President Anton Castillo, the violent leader who grips the island of Yara with an iron fist, promising a return to its former glory. With an arsenal of weapons and allies at your back, you’ll take on Castillo’s regime and fight for the future of Yara. As Dani Rojas (playable as a female or male character), you will help stoke the fires of revolution through guerrilla warfare across the island of Yara, from verdant jungles to the urban streets of the capital city, Esperanza. You’ll use a powerful array of weapons and vehicles, and build a network of allies to fight alongside you, including Fangs for Hire like Chorizo, the dangerously distracting wiener dog. As President Castillo prepares his son Diego, played by Anthony Gonzalez (“Coco”), to succeed him, you will do all you can to ensure his plans don’t come to fruition. [Ubisoft]","Genre(s): Action Adventure, Open-World",N/A,5.2,Ubisoft Toronto,Stadia,"Oct 7, 2021",M
FAR CRY 6 - JOSEPH: COLLAPSE,"Become the villain as you step into the mind of Joseph Seed from Far Cry 5. Battle your inner demons as you unveil the backstory of this iconic villain. Explore unique locations in a twisted version of Hope County, fight your former followers, confront your family members, and escape your own mind in this die-and-retry gameplay experience.","Genre(s): Action Adventure, Open-World",N/A,tbd,Ubisoft Toronto,Stadia,"Feb 8, 2022",N/A
FAR CRY 6 - PAGAN: CONTROL,"Set within the confines of Min's mind, this DLC blends ""intense action and storytelling"" as players explore Min's psyche and attempt to help break the self-proclaimed King of Kyrat's cycle of guilt and violence. In order to convey the trial-and-error process of growth and self-reflection, Pagan: Control pays tribute to the rougelite genre, meaning each death as Min sends the player back to the start of the DLC with only their accumulated knowledge and skills to help guide them through their second (and third, and fourth...) time around. Last but not least, Far Cry 4 fans may be interested to know Min's original voice actor, Troy Baker, will be returning to the Far Cry series for this performance.","Genre(s): Action Adventure, Open-World",N/A,tbd,Ubisoft Toronto,Stadia,"Jan 11, 2022",N/A
FAR CRY 6 - VAAS: INSANITY,"In Vaas: Insanity, players become the Far Cry 3 villain portrayed by Michael Mando (Better Call Saul). Mando came back for the DLC, which offers an experience inspired by roguelites. Starting with nothing more than a pistol to defend themselves, players will need to find new weapons and unlock power-ups to become stronger and progress deeper into the depths of Vaas' psyche. Blending intense action and storytelling, Vaas: Insanity will provide a unique opportunity to better understand Vaas' past, personal demons, and motivations.","Genre(s): Action Adventure, Open-World",N/A,tbd,Ubisoft Toronto,Stadia,"Nov 16, 2021",N/A
FAR CRY PRIMAL,"Welcome to the Stone Age, a time of extreme danger and limitless adventure, when giant mammoths and sabretooth tigers ruled the Earth, and humanity is at the bottom of the food chain. Learn to craft a deadly arsenal, fend off fierce predators, and outsmart enemy tribes to conquer the land of Oros and become the Apex Predator.

The award-winning Far Cry franchise that stormed the tropics and the Himalayas now enters the original fight for humanity’s survival with its innovative open-world sandbox gameplay, bringing together massive beasts, breathtaking environments, and unpredictable savage encounters.","Genre(s): Action, Shooter, First-Person, Arcade",N/A,8.0,Ubisoft Montreal,Stadia,"May 18, 2022",M
FARMING SIMULATOR 19,"The multimillion-selling franchise takes a giant leap forward for 2018 -- the ultimate farming simulation returns this year with a complete overhaul of the graphics engine, offering the most striking and immersive visuals and effects, along with the deepest and most complete farming experience ever!

Farming Simulator 19 takes the biggest step forward yet with the franchise's most extensive vehicle roster ever! You'll take control of vehicles and machines faithfully recreated from all the leading brands in the industry, including for the first time John Deere, the largest agriculture machinery company in the world, Case IH, New Holland, Challenger, Fendt, Massey Ferguson, Valtra, Krone, Deutz-Fahr and many more.

Farming Simulator 19 will feature new American and European environments in which to develop and expand your farm and will introduce many exciting new farming activities, including new machinery and crops with cotton and oat! Tend to your livestock of pigs, cows, sheep, and chickens -- or ride your horse for the first time, letting you explore in a brand-new way the vast land around your farm.","Genre(s): Simulation, Virtual, Career",N/A,6.8,Giants Software,Stadia,"Nov 19, 2019",E
FARMING SIMULATOR 22,"Cultivated to be bigger and better the ultimate and multimillion selling farming simulation returns this November! Farming Simulator 22 offers more depth and the highest extent of player freedom in the history of the series. With more than 400 machines and tools from over 100 authentic agricultural brands, players can look forward to an improved and realistic as ever simulation. Suited for all ages, players dive into even more diverse agriculture, animal husbandry and forestry. Two new maps inspired by US and EU regions plus an updated alpine Erlengrat map emphasize different kinds of farming operations, including three new crops. The addition of seasonal cycles adds new challenges throughout the year, and enhances the atmosphere many times over. Players can now start various production chains to further extend their income whether they produce bread, oil, juice or more. To allow more individualization of farms and characters, the vastly improved customization tools add plentiful new possibilities. Based on the GIANTS Engine 9, Farming Simulator 22 also features many technical improvements such as more realistic AI behavior, richer worlds and a significant performance boost on all systems.","Genre(s): Simulation, General, Virtual, Career",N/A,tbd,Giants Software,Stadia,"Nov 22, 2021",E
FAST & FURIOUS: SPY RACERS RISE OF SH1FT3R,"Get your spy gear ready and ride to victory in Fast & Furious: Spy Racers Rise of SH1FT3R! Your moment has come to join Tony Toretto as a Spy Racer in a racing tournament across the world - from LA to the Sahara Desert and beyond. Take on the role of a Spy Racer and battle against the resurgent criminal racing organization, SH1FT3R.

Prove you're the best by racing across unique tracks with your gadgets and speeding through secret shortcuts. Personalize your car with unique skins and unlock new items within the game. Compete in couch co-op with a friend or play online with up to 5 other players. If you've ever wanted to be a hard-driving undercover spy, the Spy Racers want you!","Genre(s): Racing, Arcade, Automobile",N/A,tbd,3d Clouds,Stadia,"Nov 5, 2021",N/A
