title,description,genres,meta_score,user_score,developer,platform,release_date,rating
ATELIER TOTORI: THE ADVENTURER OF ARLAND,Become a famous adventurer and explorer in Atelier Totori: The Adventurer of Arland.,"Genre(s): Role-Playing, Console-style RPG, Console-style RPG, Japanese-Style",74.0,8.1,Gust,PlayStation 3,"Sep 27, 2011",T
ATELIER TOTORI: THE ADVENTURER OF ARLAND - CECI,,"Genre(s): Role-Playing, Console-style RPG, Console-style RPG, Japanese-Style",,tbd,Gust,PlayStation 3,"Sep 27, 2011",
ATELIER TOTORI: THE ADVENTURER OF ARLAND - IKSEL & CORDELIA,,"Genre(s): Role-Playing, Console-style RPG, Console-style RPG, Japanese-Style",,tbd,Gust,PlayStation 3,"Sep 27, 2011",
ATOMIC NINJAS,"Atomic Ninjas is a colorful and funny multiplayer action game, in which you control super-powered ninjas in frantic online matches against other players.","Genre(s): Action, Platformer, Platformer, 2D, 2D",58.0,5.6,Grip Games,PlayStation 3,"Oct 8, 2013",
ATTACK ON TITAN,"Fight on a violent battlefield in which the game changes from moment to moment. Utilizing the ""Omni-directional mobility gear"" created specifically for battle with Titans allows you to fly freely across and above the battlefield. It's incumbent upon the Scout Regiment, to which Eren belongs, to travel beyond the Wall and expand the territories of mankind.","Genre(s): Action, Beat-'Em-Up, 3D",,8.2,Omega Force,PlayStation 3,"Aug 30, 2016",M
AUDITORIUM HD,"Auditorium is really all about the experience, both visually and aurally. There are no instructions to teach you how to play. The game is about exploration and discovery. Each level is a unique puzzle with several possible solutions. You play the game by manipulating ""the Flow,"" a constant stream of moving particles of light and sound. The goal is to manipulate various controls in order to guide the Flow into Audio Containers. As you fill the containers, light transforms into sound. Given enough light, the containers will begin to sing together in a symphony, providing the ultimate Harmony of Flow.","Genre(s): Miscellaneous, Puzzle, Puzzle, General, Puzzle, General",79.0,7.1,Cipher Prime,PlayStation 3,"Nov 23, 2010",
AWESOMENAUTS,"The game features the most awesome mercenaries in the galaxy in their fight for territorial supremacy. Awesomenauts brings Russian monkeys with jetpacks, giant robots, and lots of other mighty aliens to the two-dimensional console battlefield. Combining classic platforming-action with modern online multiplayer functionality, the action-packed gameplay offers everything the 16-bit generation and modern gamers love.","Genre(s): Action, Strategy, Real-Time, Fighting, 2D, MOBA, MOBA",75.0,7.4,DTP Entertainment,PlayStation 3,"May 1, 2012",T
BABEL RISING,"Ubisoft’s Babel Rising is the next-generation version of the popular iPhone game of the same name. In Babel Rising, gamers play as God, preventing humans from building the tower of Babel. Gamers can use their divine powers by hurling bolts of lightning, summoning massive earthquakes or unleashing gigantic floods upon the Babylonians. Developer Mando Productions has breathed new life into the game with 3D graphics and competitive and cooperative multiplayer modes.","Genre(s): Strategy, General, General",55.0,tbd,Mondo Productions,PlayStation 3,"Jun 12, 2012",
BABEL RISING - SKY'S THE LIMIT,"Babel Rising adds additional content that will test your almighty powers in your quest to thwart mankind from constructing the towers of Babel. In Skys the Limit, unleash your wrath and command the elements to defeat your targets and defend your reign over Babylon!
Punish the unyielding strong worker, tougher than his weaker counterparts, with your unforgiving elemental attacks. Hell continue to build until you can defeat him!

Inhibit the slave master, strategically positioned next to the tower, from using his whip to accelerate the speed in which workers climb the towers stairs to the top.

Your patience is tested when you encounter a new kind of priest, who changes his protections every few seconds, avoiding the elemental assaults you throw in his direction.

Move beyond the three existing towers and unleash your destruction to overcome challenges on two new towersthe Ishtar Gate and the Heathen Statue.

Enjoy playing in competitive and cooperative multiplayer modes.","Genre(s): Strategy, General, General",,tbd,Mondo Productions,PlayStation 3,"Jul 10, 2012",
BACK TO BED,"Bob the sleepwalker has a habit of always falling asleep in hazardous places. Luckily for Bob, his subconscious protector, Subob, is always ready to save him. Now the challenge for Subob is to guide Bob to safety, across rooftops, avoiding falls, and around dangerous creatures from the nightmares of Bob.","Genre(s): Puzzle, Action, General",,8.3,Bedtime Digital Games,PlayStation 3,"Aug 25, 2015",E10+
BACK TO THE FUTURE: THE GAME,Back to the Future: The Game contains all five episodes of this episodic series by Telltale Games.,"Genre(s): Miscellaneous, Adventure, General, 3D, Compilation, Third-Person",66.0,6.7,Telltale Games,PlayStation 3,"Feb 15, 2011",T
BACK TO THE FUTURE: THE GAME - EPISODE I: IT'S ABOUT TIME,"Telltale Games, the studio behind Tales of Monkey Island and the Sam & Max episodes, turns cult time-travel flick Back to the Future into an episodic adventure.","Genre(s): Action Adventure, Adventure, Sci-Fi, Sci-Fi, 3D, Third-Person",75.0,6.1,Telltale Games,PlayStation 3,"Feb 15, 2011",T
BACK TO THE FUTURE: THE GAME - EPISODE II: GET TANNEN!,"While keeping an eye on young Doc Brown's proverbial date with scientific destiny, Marty and 1980's Doc must prevent gang boss Kid Tannen from wreaking havoc on Marty's family, and erasing his girlfriend from the future.","Genre(s): Action Adventure, Adventure, Sci-Fi, Sci-Fi, 3D, Third-Person",,7.4,Telltale Games,PlayStation 3,"Mar 29, 2011",
BACK TO THE FUTURE: THE GAME - EPISODE III: CITIZEN BROWN,"In ""Citizen Brown"", the 3rd episode of this 5 game series, a time-stranded Marty has a rough and tumble return to the 1980s and finds himself in a topsy-turvy version of the world lorded over by the enigmatic ""First Citizen Brown.""","Genre(s): Action Adventure, Adventure, Sci-Fi, Sci-Fi, 3D, Third-Person",76.0,7.1,Telltale Games,PlayStation 3,"May 3, 2011",
BACK TO THE FUTURE: THE GAME - EPISODE IV: DOUBLE VISIONS,"In ""Double Visions"", the 4th episode of this 5 game series, the Hill Valley Expo has arrived! Back in 1986, Marty and First Citizen Brown must join forces to create an epic invention so that he can prevent the young Emmett Brown from making the worst mistake of his life.","Genre(s): Action Adventure, Adventure, Sci-Fi, Sci-Fi, 3D, Third-Person",,6.4,Telltale Games,PlayStation 3,"Jun 7, 2011",
BACK TO THE FUTURE: THE GAME - EPISODE V: OUTATIME,OUTATIME is the fifth and final episode in the Back to the Future: The Game series.,"Genre(s): Action Adventure, Adventure, Sci-Fi, Sci-Fi, 3D, Third-Person",,7.1,Telltale Games,PlayStation 3,"Jul 26, 2011",
BACKBREAKER,"It's tackle football like never before. Backbreaker is taking sports video games to a place where the action is never the same and every hit looks and feels as realistic as a Sunday afternoon. Utilizing NaturalMotion's euphoria motion synthesis engine, the same technology featured in ""Grand Theft Auto IV"" and ""Star Wars: The Force Unleashed,"" you'll never see the same tackle again. For the first time in a sports game, this mix of technology, biology and tenacious attitude is turning the gridiron of past, full of canned animations and repetitious gameplay, into a dangerous form of self expression. Every unique tackle in the world of Backbreaker is an artistic exercise in hard hits and athletic skill. It's time to show your friends just how painful art can be. Through a combination of biology and robotics research, euphoria uses the CPU power of next-generation consoles to simulate the nervous system, muscles, and biomechanics of the football players in real-time. This is the first time this technology is being employed for a sports game. While conventional football games can only load a finite number of animations from a disc, Backbreaker's real-time technology will never allow the gameplay to become stale. Forget about prim and proper, Backbreaker presents a fast-paced, gritty gameplay experience that's more Burnout than Madden. [NaturalMotion]","Genre(s): Sports, Traditional, Team, Football, Arcade, Arcade",58.0,7.0,NaturalMotion,PlayStation 3,"Jun 1, 2010",E
BACKGAMMON BLITZ,"Become a Blitz master

Student? Veteran? Whatever your level, Backgammon Blitz is both a faithful adaptation of the classic board game and an updated tactical battle.

Race against a rival player to clear the board of your own checkers first, and then tackle the arcade-style Blitz mode for the chance to really show off your skill. And, thanks to Cross-Play, you can even take on PlayStation 3 and PlayStation Vita players, too.","Genre(s): Miscellaneous, Board Games, Board / Card Game",,5.6,VooFoo Studios,PlayStation 3,"Apr 15, 2014",E
BADLAND: GAME OF THE YEAR EDITION,"Fly and survive through the Game-of-the-Year- winning world of BADLAND and discover an astonishing number of imaginative traps, puzzles and obstacles on the way. BADLAND is a multi-award-winning side-scrolling action adventure with innovative physics-based gameplay and stunning atmospheric graphics and audio. BADLAND: Game of the Year Edition has been redesigned for the Xbox One with new analog stick controls and gorgeous Full-HD visuals. The GOTY edition also offers loads of local multiplayer fun: up to four players can compete against each other on 27 different deathmatch stages or work together to survive through all 100 levels of the co-op campaign. Features: - Side-scrolling action adventure with innovative physics-based gameplay - Over 15 hours and 100 levels of single-player story - Up-to-4 player local multiplayer awesomeness with co-op & deathmatch.","Genre(s): Action, Action Adventure, Arcade, Linear",,7.2,Frogmind,PlayStation 3,"May 26, 2015",E
BAJA: EDGE OF CONTROL,"From the core founding members of the MX vs. ATV franchise comes the next off-road racing experience: BAJA. Conquer the toughest terrain Mother Nature has to offer and build the ultimate off-road vehicle. Combining the best elements of the real-world sport with the right balance of arcade fun, BAJA transports players to the epic open worlds and unforgiving terrain found at the pinnacle of off-road racing. Stunning visuals, vertical environments, and unpredictable terrain are crossed in over 100 square miles of drive-to-horizon landscape. Master hill-climb, circuit, and rally races to earn career sponsorships on the path to off-road supremacy. Harness the horsepower of elite Trophy Trucks, 4x4’s and Buggies to finally compete in the definitive off-road endurance challenge, the Baja. Supercharged Vehicles: Harness the horsepower of over 40 elite Trophy Trucks, 4x4’s and Buggies across eight varied vehicle classes. Horizontal Racing: Suspension, torque and horsepo wer are perfectly balanced to create the ultimate edge-of-control racing experience. Fine-tune the roar of your off-road machine with over 200 authentic vehicle parts. Power past the competition in 4-player split screen and 8-player online racing. [THQ]","Genre(s): Driving, Racing, Simulation, Rally / Offroad, Rally / Offroad, Automobile",61.0,4.4,2XL Games,PlayStation 3,"Sep 22, 2008",E
BAKUGAN BATTLE BRAWLERS,"Bakugan is based on the story of Dan and his friends whose lives were forever changed when mysterious cards fell from the sky. Creating a game from the cards where powerful creatures known as Bakugan battle, it wasn’t long before they discovered that their hobby was much more than just a simple pastime. Utilizing special game cards Bakugan battle masters roll spheres onto the cards, which activate and transform into Bakugan “battle brawling” action figures. [Activision]","Genre(s): Action, General, General",63.0,6.9,Now Production,PlayStation 3,"Oct 20, 2009",E
BAKUGAN: DEFENDERS OF THE CORE,"In Bakugan Battle Brawlers: Defenders of the Core, players will create a new hero and lead the brawlers on an epic adventure to save Earth's cities from Spectra and his Vexos minions. Players will discover a whole new aspect of Bakugan by being given complete control over their creatures when taking on their opponents as Bakugan transform from small balls into towering creatures. In the midst of intense battles, players will find themselves bravely exploring dangerous and dark areas to stop the evil spirits that are sucking the life force from the world. Players will unlock all-new levels and characters as they unearth hidden clues and defeat opponents in the quest to save the world from ultimate destruction. Bakugan Battle Brawlers: Defenders of the Core also features split-screen multiplayer action in three different game modes in the console versions, and linked multiplayer on Nintendo DS and PSP system. Coupled with real-time battle gameplay, this will be the first time that players can duke it out with their Bakugan in head-to-head duels, free for all, and strategic destruction battles.","Genre(s): Action, General, General",50.0,7.4,Now Production,PlayStation 3,"Oct 26, 2010",
BAND HERO,"Family and friends come together to ascend the virtual stage and rock their way to superstardom with Band Hero, which features the hottest chart-topping hits from everyone's favorite acts including No Doubt, Lily Allen, The All-American Rejects, Snow Patrol and The Jackson 5. Headlined by some of the biggest names in music as in-game artists and playable characters, Band Hero is the ultimate party game where players of all ages can create the band they have always dreamed of by using any combination of guitar or drum controllers and vocals, providing rockers and performers of all ages the chance to experience and interact with their favorite music. [Activision]","Genre(s): Action, Miscellaneous, Rhythm, Music, Music",76.0,7.1,Neversoft Entertainment,PlayStation 3,"Nov 3, 2009",E10+
BANDFUSE: ROCK LEGENDS,"BandFuse: Rock Legends provides a pick up and play experience. Whether you have never held a guitar before, or you are already playing in a band, BandFuse will have you rockin' with your favorite songs in minutes. BandFuse connects real guitars and microphones to your game console unleashing a full band experience for players of all skill levels.","Genre(s): Music, Action, Miscellaneous, Rhythm, Music",,tbd,Realta Entertainment Group,PlayStation 3,"Nov 19, 2013",
BANG BANG RACING,"Bang Bang Racing is the complete racing experience – speed your way along every course while fine-tuning your technical driving skills. The intuitive control system and the exciting tracks provide endless fun for every member of the family. Be fast, be furious and be one step ahead of your competitors by finding shortcuts, repairing your car in the pit lane, dominating your opponents from the top-down view and more!","Genre(s): Driving, Racing, Simulation, Arcade, GT / Street, GT / Street, Automobile",,6.7,Digital Reality,PlayStation 3,"Jun 5, 2012",E
BARBIE AND HER SISTERS: PUPPY RESCUE,"Join Barbie and her sisters - as they solve clues to find and rescue lost puppies.

Join Barbie and her sisters Skipper, Stacie and Chelsea as they solve clues to find and rescue lost puppies.

-Explore the town and find lost puppies!
-Groom and care for puppies and teach them fun new tricks!
-Work together with Barbie and her sisters and have fun playing with puppies!","Genre(s): Action, Simulation, General, Virtual, Pet",,2.5,Torus Games,PlayStation 3,"Nov 3, 2015",E
BASEBALL STARS PROFESSIONAL,Baseball Stars Professional is a launch title for the NEOGEO Station on the PlayStation Network.,"Genre(s): Sports, Traditional, Baseball, Arcade",,tbd,,PlayStation 3,"Dec 21, 2010",
BATMAN: ARKHAM ASYLUM,"In Batman: Arkham Asylum, the player assumes the role of Batman as he delivers The Joker to Arkham Asylum. There, the imprisoned super-villains have set a trap and an immersive combat gaming experience unfolds. With an original script penned by Emmy Award-winning Batman writer Paul Dini, the game brings the universe of DC Comics' detective to life with stunning graphics. Batman: Arkham Asylum offers players the chance to battle Gotham's worst villains with Batman's physical and psychological strength in a graphically distinct and story-driven game. [Eidos Interactive]","Genre(s): Action Adventure, Fantasy, General, Fantasy",91.0,8.8,Rocksteady Studios,PlayStation 3,"Aug 25, 2009",T
BATMAN: ARKHAM ASYLUM - PLAY AS THE JOKER CHALLENGE MAP,Become The Joker in Challenge Maps only available on the PLAYSTATION3 Computer Entertainment System. Experience a whole new set of unique fighting moves as well as Jokers demented tricks and gadgets.,"Genre(s): Action Adventure, General",,8.4,Rocksteady Studios,PlayStation 3,"Aug 21, 2009",
BATMAN: ARKHAM CITY,"Developed by Rocksteady Studios, Batman: Arkham City builds upon the intense, atmospheric foundation of Batman: Arkham Asylum, sending players soaring into Arkham City, the new maximum security ""home"" for all of Gotham City's thugs, gangsters and insane criminal masterminds. Set inside the heavily fortified walls of a sprawling district in the heart of Gotham City, this highly anticipated sequel introduces a brand-new story that draws together a new all-star cast of classic characters and murderous villains from the Batman universe, as well as a vast range of new and enhanced gameplay features to deliver the ultimate experience as the Dark Knight.","Genre(s): Action Adventure, Fantasy, Fantasy, Open-World",96.0,8.8,Rocksteady Studios,PlayStation 3,"Oct 18, 2011",T
BATMAN: ARKHAM CITY - CATWOMAN BUNDLE PACK,"Activate the Catwoman Bundle Pack to play as Catwoman in a unique storyline. The Catwoman Bundle Pack is included with the purchase of the game. If the Catwoman Bundle Pack code has already been redeemed by a previous owner, you can purchase a Catwoman Bundle Pack from the PlayStation Store. The Catwoman Bundle Pack also comes with two bonus Catwoman skins: Long Halloween Catwoman and Animated Catwoman.","Genre(s): Action Adventure, Fantasy, Fantasy, Open-World",,8.3,Rocksteady Studios,PlayStation 3,"Oct 18, 2011",
BATMAN: ARKHAM CITY - CHALLENGE MAP PACK,"This pack contains three all new challenge maps: The Joker's Carnival, Iceberg Lounge and The Batcave. These challenge maps are playable as Batman and any of the downloadable playable characters Catwoman, Night Wing and Robin. Note: Catwoman, Nightwing and Robin each sold separately.","Genre(s): Action Adventure, Fantasy, Fantasy, Open-World",,7.9,Rocksteady Studios,PlayStation 3,"Dec 20, 2011",
BATMAN: ARKHAM CITY - GAME OF THE YEAR EDITION,"...The mega sprawling mega-prison in the heart of Gotham City, home to its most violent thugs and infamous super-villains.

With the lives of innocent civilians at stake, only one man can save them and bring justice to the streets: Batman.

Game of the Year Edition Bonus Content Includes:

Harley Quinn's Revenge
Catwoman Pack
Robin Bundle Pack
Arkham City Skins Pack
Challenge Map Pack
Includes Batman: Year One Digital Movie","Genre(s): Action Adventure, Open-World",,8.9,Rocksteady Studios,PlayStation 3,"May 29, 2012",T
BATMAN: ARKHAM CITY - HARLEY QUINN'S REVENGE,"As the dust settles in Gotham, Batman is lured back into Arkham City by its last remaining super-criminal; Harley Quinn. Now more dangerous than ever and leading a homicidal gang of her own, she is hell-bent on taking her revenge against the Dark Knight.","Genre(s): Action Adventure, Fantasy, Fantasy, Open-World",74.0,7.3,Rocksteady Studios,PlayStation 3,"May 29, 2012",
BATMAN: ARKHAM CITY - NIGHTWING BUNDLE PACK,"Nightwing comes complete with his own unique gadgets and special moves, and is playable in all challenge maps in the game, as well as two additional challenge maps that are included with the pack: Wayne Manor and Main Hall. The pack also contains a bonus Animated Series Nightwing character skin.","Genre(s): Action Adventure, Fantasy, Fantasy, Open-World",,7.8,Rocksteady Studios,PlayStation 3,"Nov 1, 2011",
BATMAN: ARKHAM CITY - ROBIN BUNDLE PACK,"Download the fully playable Robin character. Robin comes complete with his own unique gadgets and special moves, and is playable in all challenge maps in the game, as well as two additional challenge maps that are included with the pack: Black Mask and Freight Train. The Freight Train Escape challenge map is a unique take on Arkham City, featuring brawler gameplay on a 2D plane. The pack also contains a bonus Red Robin character skin.","Genre(s): Action Adventure, Fantasy, Fantasy, Open-World",,7.6,Rocksteady Studios,PlayStation 3,"Nov 22, 2011",
BATMAN: ARKHAM DUAL PACK,"Batman: Arkham Asylum

Welcome To The Madhouse
Game of the Year Bonus Content Includes:
4 extra Challenge Maps: Scarecrow Nightmare, Crime Alley, Totally Insane, and Nocturnal Hunter.

Batman: Arkham City

No Escape From Arkham City

Game of the Year Bonus Content Includes:

Harley Quinn's Revenge
Catwoman Pack
Robin Bundle Pack
Nightwing Bundle Pack
Arkham City Skins Pack
Challenge Map Pack","Genre(s): Miscellaneous, Compilation, Compilation",,8.0,Warner Bros. Interactive Entertainment,PlayStation 3,"Oct 8, 2013",T
BATMAN: ARKHAM ORIGINS,"Batman: Arkham Origins features an expanded Gotham City and introduces an original prequel storyline set several years before the events of Batman: Arkham Asylum and Batman: Arkham City, the first two games in the franchise. Taking place before the rise of Gotham City’s most notorious criminals, the game showcases a young, unrefined Batman as he faces the defining moment of his early career and sets his path to becoming the Dark Knight.","Genre(s): Action Adventure, Fantasy, Fantasy, Open-World",76.0,7.9,WB Games Montreal,PlayStation 3,"Oct 25, 2013",T
BATMAN: ARKHAM ORIGINS - BLACK MASK CHALLENGE PACK,"Take on Gotham City's most notorious criminal kingpin in the Black Mask Challenge Pack. Unlock two all-new Black Mask-themed challenge maps: Lot Full and Hidden Facility. Play as either Batman or Deathstroke and show Black Mask who really runs Gotham! Note: To play as Deathstroke, you must own the Deathstroke Challenge Pack.","Genre(s): Action Adventure, Open-World",,7.2,WB Games Montreal,PlayStation 3,"Nov 26, 2013",
"BATMAN: ARKHAM ORIGINS - COLD, COLD HEART","Cold, Cold Heart pits a young caped crusader against Mr. Freeze.","Genre(s): Action Adventure, Fantasy, Open-World",74.0,8.3,WB Games Montreal,PlayStation 3,"Apr 22, 2014",
BATMAN: ARKHAM ORIGINS - DEATHSTROKE CHALLENGE PACK,"You fought him. Now BECOME him. Take control of Deathstroke - the world's deadliest assassin - when you download the Deathstroke Challenge Pack. Guide him through Arkham Origin's challenge maps as well as two brand new ones (No Money Down and 100 to 1) armed with unique gadgets and special moves. In addition to all this, gain access to a special challenge campaign and two bonus skins: Judas Contract Deathstroke and Injustice Deathstroke.","Genre(s): Action Adventure, Open-World",,7.2,WB Games Montreal,PlayStation 3,"Oct 25, 2013",
BATMAN: ARKHAM ORIGINS - INITIATION,"Travel back to the days before there was a Batman and take control of a young Bruce Wayne as he completes his martial arts training. Experience exotic locales including a bamboo forest and mountain-top monastery. This pack contains Bruce Wayne and Vigilante skins, four challenge maps, and a challenge campaign.","Genre(s): Action Adventure, Open-World",,8.3,WB Games Montreal,PlayStation 3,"Dec 3, 2013",
BATMAN: ARKHAM ORIGINS - KNIGHTFALL PACK,"Inspired by the events of the DC Comics Batman: Knightfall saga, the exclusive PlayStation Knightfall Pack features:

- Knightfall Batman Skin
- Classic TV Series Batman Skin
- 3 Combat Maps
- 2 Predator Maps

You'll fight Bane, Venom users, and Blackgate prisoners in a crime-ridden Gotham City, where Bane's forces have seized control of several key locations where only Batman can stop them. Fight your way through three combat maps, stealth across two predator maps, and push yourself to the breaking point in a new challenge campaign.","Genre(s): Action Adventure, Open-World",,7.2,WB Games Montreal,PlayStation 3,"Oct 25, 2013",
BATMAN: ARKHAM ORIGINS BLACKGATE - DELUXE EDITION,"Blackgate Prison Is Under New Management

Batman: Arkham Origins Blackgate - Deluxe Edition amplifies the 2.5-D game with new maps, enemy encounters, difficulty levels, batsuits, and enhanced visuals. A companion game to Batman: Arkham Origins, players can continue the storyline of the console version and discover more details of the Dark Knights past. Featuring stealth gameplay, free-flow combat, and Batmans famed arsenal of gadgets, the genuine Arkham experience is reproduced in a deep, action packed side-scrolling adventure.","Genre(s): Action, Action Adventure, General, Platformer, Fantasy, , Metroidvania",60.0,6.3,Armature Studio,PlayStation 3,"Apr 1, 2014",T
BATMAN: THE TELLTALE SERIES,"Enter the fractured psyche of Bruce Wayne and discover the powerful and far-reaching consequences of your choices as the Dark Knight. In this gritty and violent new story from the creators of The Walking Dead – A Telltale Games Series, you'll make discoveries that will shatter Bruce Wayne's world, and the already fragile stability of a corrupt Gotham City. Decide the fate of Gotham City. Determine the fate of Bruce Wayne and his dark persona, Batman. Your choices write a new chapter in the complex and dangerous lives of the playboy industrialist and the vigilante detective. [Telltale]","Genre(s): Adventure, Point-and-Click",,7.7,Telltale Games,PlayStation 3,"Sep 13, 2016",M
BATMAN: THE TELLTALE SERIES - EPISODE 1: REALM OF SHADOWS,"Enter the fractured psyche of Bruce Wayne and discover the powerful and far-reaching consequences of your choices as the Dark Knight. In this gritty and violent new story you’ll make discoveries that will shatter Bruce Wayne’s world, and the already fragile stability of a corrupt Gotham City.","Genre(s): Adventure, Point-and-Click",,4.3,Telltale Games,PlayStation 3,"Sep 13, 2016",
BATMAN: THE TELLTALE SERIES - EPISODE 2: CHILDREN OF ARKHAM,"With Gotham City's first family mired in corruption, and an old friend now a dangerous adversary, the life of the Dark Knight is turned upside down. What was Thomas Wayne entangled in, and why was he killed? Determined to learn the truth about his father, Bruce sets out to question those involved in Gotham's criminal past. But which mask will he wear - The billionaire, or the bat? Huge decisions will forever change the Batman and the lives of those around him, as he meets the Children of Arkham.","Genre(s): Adventure, Point-and-Click",,7.0,Telltale Games,PlayStation 3,"Oct 18, 2016",
BATMAN: THE TELLTALE SERIES - EPISODE 3: NEW WORLD ORDER,"Penguin's brutal attack broadcast on live TV has left Gotham City reeling. As Bruce and Batman, you'll dig deeper into the web of intrigue surrounding the newly revealed Children of Arkham. Meanwhile, behind closed doors, the mysterious Selina Kyle reveals more of herself to Bruce. And in the aftermath of the attack, Bruces friend and Gothams new mayor, Harvey Dent, is a deeply changed man. Who can be trusted when the future of Bruce Wayne - and the Batman - could be determined by the flip of a coin?","Genre(s): Adventure, Point-and-Click",,tbd,Telltale Games,PlayStation 3,"Oct 25, 2016",
BATMAN: THE TELLTALE SERIES - EPISODE 4: GUARDIAN OF GOTHAM,"Penguin has taken control of Wayne Enterprises, and the Elizabeth Arkham Asylum for the Criminally Insane has a new guest - you - Bruce Wayne. With the Batman removed from the streets of Gotham City, Harvey Dent's forces and the Children of Arkham are at war, with innocent citizens caught in the crossfire. To escape the 'comforts' of your padded cell, you must choose allies to aid in your escape, even if they aren't the sort to put a smile on your face. How far are you willing to go for justice? For vengeance? What now, Dark Knight?","Genre(s): Adventure, Point-and-Click",,tbd,Telltale Games,PlayStation 3,"Nov 22, 2016",
BATMAN: THE TELLTALE SERIES - EPISODE 5: CITY OF LIGHT,"The leader of the Children of Arkham prepares to execute the final act of a plan to destroy the Wayne family name, and the people closest to you are in their path of vengeance. Can Batman's ultimate secret be kept - his very identity - when it is causing chaos and death in Gotham? The fate of the Wayne family and of the city itself rests on your choices. What will you do? How far will you go? Which mask will you wear?","Genre(s): Adventure, Point-and-Click",,tbd,Telltale Games,PlayStation 3,"Dec 13, 2016",
BATTLE FANTASIA,"Apart from the fast paced combat and responsive controls it's the unique graphics engine used that sets it apart from the rest. Battle Fantasia is played in two-dimensions but uses three-dimensional polygonal character models cleverly illustrated and lit to emulate 2D style sprites. The result is called ‘2.5D’ and delivers a fast and fluid fighting game that promises to satisfy novice players and hardcore fans alike. With a roster of unique characters each with their own fighting style and special moves, Battle Fantasia promises to set the standard for PlayStation3 beat ‘em ups. [505 Games]","Genre(s): Action, Fighting, Fighting, 2D, 2D",67.0,5.5,Arc System Works,PlayStation 3,"Dec 22, 2009",T
BATTLE OF TILES EX,"FULL-SCALE STRATEGY RPG with easy control!BATTLE OF TILES EX is a strategy role playing game. You can easily command large armies.You can buy enemy tiles if you have enough money.The kind of tiles are Slime, Skeleton, Goblin, etc. those are typical of classic RPG. Your shopping selections and battle formations decide military gains.- You can play multiple rounds after you clear the game (defeat the Dragon).- You can compete high scores with other players via Game Center.- Ace tiles have an outstanding status.- You can see the magic type of magicians by the line or square mark. Magicians gain LONG ATTACK RANGE or WIDE RANGE ATTACK when they become level 50. This feature extends the strategy.- You can make armies with up to 70 tiles.- The tiles will attack the enemy tiles automatically when the enemies enter their attack range.- Basically, you move all tiles at the same time. You can also move only the selected tiles.- Move your allies to the right. Your party cannot move backward.","Genre(s): Role-Playing, General, General",,7.3,Bimboosoft,PlayStation 3,"Oct 8, 2013",
BATTLE PRINCESS OF ARCADIAS,"The kingdom of Schwert was one peaceful and beautiful. But now it's been overrun by monsters, and as the Battle Princess Plume, it's up to you to set things right in this colorful, high-speed action RPG!

Collect a group of warriors and engage in skirmishes against small groups of enemies before taking on huge and powerful bosses in epic siege battles! As you fight and level up, you'll gain new skills, gather heaps of treasure, and upgrade your weapons and gear on your way to victory!","Genre(s): Role-Playing, Action RPG",69.0,8.0,ApolloSoft,PlayStation 3,"Jun 17, 2014",
BATTLE TRIVIA KNOCKOUT,"Battle head-to-head in this fast-paced trivia action game and knock out the competition! Over 1,000 new questions are both presented on screen and spoken by the Trivia Sensei.

Correct answers are only half the battle... take out your opponents health points and score a decisive Knockout! Advance through the rounds to become the winner and ultimate Trivia Master!

Play a full length game or any single match from 4 exciting game modes.
- 1 - 4 players local or play against up to 3 CPU players.
- Over 1000 new questions, each spoken for easy play
- Unique head-to-head battle format
- Chose from 12 Trivia Quiz Fighters to represent you in battle
- Play a full length game or any single match from 4 game modes","Genre(s): Miscellaneous, Trivia / Game Show",,tbd,Happy Dance Games,PlayStation 3,"Dec 8, 2015",
BATTLE: LOS ANGELES,Players will have the opportunity to relive the thrill of the movie as they assume the role of Corporal Lee Imlay and fight alongside characters from the film and defend the city of Los Angeles from attacks from unknown forces.,"Genre(s): Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",43.0,4.3,Saber Interactive,PlayStation 3,"Mar 22, 2011",
BATTLEFIELD 1943,"[Playstation Network] Using the Frostbite engine, Battlefield 1943 takes players back to WWII. The game offers hours of 24 player multiplayer action over three classic and tropic locations; Wake Island, Guadalcanal and Iwo Jima. Delivering the award-winning through-the-gun and vehicle warfare online experience DICE is best recognized for, Battlefield 1943 has players battling in ruthless aerial dog fights and intense trench combat. [Electronic Arts]","Genre(s): Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade",84.0,7.9,DICE Stockholm,PlayStation 3,"Jul 9, 2009",T
BATTLEFIELD 3,"As bullets whiz by, walls crumble, and explosions throw you to the ground, the battlefield feels more alive and interactive than ever before. In Battlefield 3, players step into the role of the elite U.S. Marines where they will experience heart-pounding single player missions and competitive multiplayer actions ranging across diverse locations from around the globe including Europe, Middle-East and North America.","Genre(s): Action, Shooter, Shooter, First-Person, Modern, Tactical, Modern, Arcade",85.0,7.5,EA DICE,PlayStation 3,"Oct 25, 2011",M
