title,description,genres,meta_score,user_score,developer,platform,release_date,rating
BUGS'N'BALLS,Bugs'N'Balls is the most played game in the Bug's World. Our goal is to play against all the opponents from the Cucumber League and win the maximum number of matches to gain access to the professional league. Bugs'N'Balls is very easy to play. Throw the balls in your side of the table into your adversary's. Dodge the balls from your opponent or you'll get knocked out for a while. With luck we can become champions of the professional league. But it's not that easy… we'll need to train hard.,"Genre(s): Action, Action Adventure, General, Fantasy, General, Fantasy",53,tbd,EnjoyUp Games,N/A,"Sep 29, 2011",N/A
BUILD-A-BEAR WORKSHOP,"Make your own Build-A-Bear, dress it up, play with it in lots of funny activities and mini games! The Bear will be like a virtual extension of yourself and a personal companion you can love like a best friend. You must make sure you satisfy its daily needs as physical affection, fun, food, learning, social life and trendyness are all necessary elements for the Bear to be balanced and happy. A highly interactive and trans-generational game in the true Build-A-Bear spirit. Create and customise your very own Bear in the Workshop-part of the game. Here you get to pick out the Bear you want, choose a motto, stuff it, insert its special heart and whisper a secret into its ear. Next you stitch it together, fluff it, name it, dress it and take it home to its special house that you get to colour for it. There are 8 different Bear characters you can customise: Dimples Teddy, Mocha Bunny, Pink Poodle, Playfull Puppy, Velvet Teddy, Friendly Frog, Marvelous Monkey, Sassy Kitty. Build-A-Bear for Nintendo DS is a new, fun kind of relationship simulation game, which takes into account the Bear's evolution as much as the players' fun factor. The Build-A-Bear characters, graphical universe and lifestyles are respectfully adapted and enhanced by this new addition: the Virtual Bear, an extension of every Build-A-Bear fan around the world. [The Game Factory]","Genre(s): Simulation, General, General",61,4.7,Neko Entertainment,N/A,"Nov 5, 2007",N/A
BUILD-A-BEAR WORKSHOP: WELCOME TO HUGSVILLE,Build-A-Bear Workshop: Welcome to Hugsville is the sequel to Build-A-Bear Workshop featuring new mini-games and activities.,"Genre(s): Miscellaneous, General, General",N/A,tbd,The Game Factory,N/A,"Mar 23, 2010",N/A
BUILD-A-LOT,"Become a real estate mogul and take over the housing market as you construct, upgrade and sell houses for huge profits. You can flip houses for quick cash or sit back and watch the rental income pile up. Travel to scenic towns and perform special tasks for the local mayors, or toss out the blueprints and create your own dream neighborhood in Casual mode. There's plenty to do and lots of fun ahead in Build-a-lot!","Genre(s): Strategy, Miscellaneous, Puzzle, Puzzle, Management, Tycoon, General, Business / Tycoon",N/A,tbd,MumboJumbo,N/A,"Dec 9, 2008",N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BURGER BOT,"The addictive burger making game is here. Burger Bot for DS puts you in charge of various burger activities such as grilling, chopping, washing, preparing and serving demanding shop customers! Even use your own robot's parts to make burgers!","Genre(s): Miscellaneous, General, General",N/A,tbd,"CyberPlanet Interactive Public Co., Ltd.",N/A,"May 18, 2010",N/A
BURGER ISLAND,"As Patty Melton, the new owner of the tropical island-based Beach Burger restaurant, you must grill burgers, cook fries, and blend milkshakes all to order to earn money to spread your franchise all the way to the capital city of Honochuchu. Buy new recipes from the mysterious Tiki Guy and watch your business erupt!","Genre(s): Action, Simulation, General, General, Virtual, Career",N/A,tbd,eGames,N/A,"May 8, 2007",E
BURNOUT LEGENDS,"Inflict carnage and destruction as you tear through the best from the Burnout series made exclusively for handheld gaming. Race the legends, take on an Eliminator Challenge, or track down offenders in your high-performance cop car to unlock classic and new Burnout vehicles. Then go head-to-head in Wi-Fi multiplayer races to capture your friends' cars. Lay down the law in Pursuit mode or crash your way through a world tour and then share the explosive race action over Wi-Fi. Burnout Legends is a license to unleash adrenaline-fuelled mayhem anywhere you want. [Electronic Arts]","Genre(s): Driving, Racing, Arcade, Arcade, Automobile",38,5.9,Visual Impact,N/A,"Nov 29, 2005",E
BUST-A-MOVE DS,"In the game, players use the stylus to fling colored bubbles from the bottom screen to the top screen, with the goal of matching three like bubbles together. The game combines accuracy and quick thinking as users try to eliminate all of the bubbles from the screen. The DS version features 500 puzzles to solve, and uses the handheld's Wi-Fi capabilities to support up to five players. The new slingshot system actually sees gamers pulling bubbles back on a type of rubber band, with each end held by one of the cute reptilian hosts, Bub and Bob.","Genre(s): Miscellaneous, Puzzle, Puzzle, Puzzle, Matching, Matching",75,7.3,Happy Happening,N/A,"Dec 6, 2005",E
BUSY SCISSORS,"Get ready to perm, color, shampoo, cut, blow dry, and style hair with the Wii Remote. Players earn reputation and advance their career in a Hollywood based salon by meeting the demands of their glamorous and eccentric clientele. The game progresses as they help unlock each client's inner potential by finding their unique outward style. The game features over 35 hairstyles, 30 mini-games, 6 career levels, and 4 game modes, which provide a dynamic combination of realistic gameplay, humor, and entertainment.","Genre(s): Simulation, General, General, Virtual, Career",N/A,tbd,Little Orbit,N/A,"Mar 4, 2011",N/A
C.O.P.: THE RECRUIT,"Dan Miles is a former underground street racer and new recruit in the Criminal Overturn Program (C.O.P.). Under the terms of the C.O.P., Dan has become a street detective working to protect New York citizens against large-scale threats. Working with his mentor, Detective Brad Winter, Dan is investigating a series of terrorist attacks in the city when Brad is falsely arrested, putting the investigation on hold. While trying to uncover the truth behind Brad's arrest, Dan goes undercover and returns to his life on the streets. Little by little he gets wrapped up in a deadly, widespread conspiracy and must work to prevent a potentially catastrophic attack on the city. Experience the thrill of cruising the streets of New York City without any loading times! C.O.P. The Recruit is the most visually impressive game on the Nintendo DS, with an open-world 3D experience running at 60 frames per second (FPS). The game's innovative engine also allows for a wealth of detailed imagery, whether driving at 120 MPH or shooting your way through the gorgeous interior environments. C.O.P. The Recruit allows gamers to experience all aspects of being a police officer recruit with 60 missions and over 20 hours of diverse gameplay. Get behind the wheel of some of the fastest cars around, and use the stylus to shoot down enemies and spy on terrorists. Experience a bustling, vibrant New York City, complete with pedestrians on the street, cars rushing to avoid traffic, and boats navigating the surrounding waterways of Manhattan. Explore the 6 square miles of the city and experience a wide variety of environments and climate conditions. As a recruit, you have access to New York City's most powerful tools. Use your PDA to plan and launch a SWAT team assault through your DS system's microphone, set up road blocks, summon an ambulance, access the city's camera system to locate your targets, and much more. [Ubisoft]","Genre(s): Action, Action Adventure, General, Modern, Modern, Open-World",55,7.5,Velez & Dubail,N/A,"Nov 3, 2009",N/A
C.O.R.E.,"In the single player mission a meteor has crashed into the Earth. The largest single impact on the earth in a millennium is being investigated by the government at a special research facility (C.O.R.E) built alongside impact site. For 20 years the scientists have been drilling into the Earth trying to reach the centre of the meteor and unlock its secrets. Just recently a news blackout was declared for the site and rumours started of an incredible find. Suddenly all communication with the base was lost. With no information on what might have happened and a new strange radiation emanating from the site a special forces team is needed to investigate, your mission as part of that team is to find the answers. 20 different enemies ranging from insane marines and mad scientists to big deadly mutants. A plethora of secret rooms and special quests. Choose among 8 types of weapons, including: blaster, shotgun, plasma gun or rocket launcher. Alternative firing modes for some weapons. 10 different multiplayer arenas. Capture the flag, team arena and death match. Up to 4 player multiplayer. [NoWay Studio]","Genre(s): Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",44,6.8,NoWay Studio,N/A,"Aug 11, 2009",N/A
CABELA'S DANGEROUS HUNTS 2011,"A global hunting adventure that quickly turns into a terrifying pursuit of the world's deadliest animals. In the ultimate battle of man versus nature, American marksman Cole Rainsford and his estranged father go on a safari to hunt for man-eating beasts in the heart of the African wilderness.","Genre(s): Sports, Individual, Nature, Hunting, Hunting",N/A,tbd,Activision,N/A,"Oct 19, 2010",N/A
CAKE MANIA,"Based on the hit online game from Sandlot Games, Cake Mania for the Nintendo DS translates this fast-paced culinary crisis into a Touch Screen experience. Wait for customer requests, bake their cakes, ice and decorate them, then hand them out and collect your cash. Serve up seasonal confectionary delights to a variety of customers and see if you have what it takes to save the Evans' Bakery! [Majesco]","Genre(s): Miscellaneous, Puzzle, Puzzle, General, Puzzle, General",55,6.1,Digital Embryo,N/A,"Apr 9, 2007",E
CAKE MANIA 2: JILL'S NEXT ADVENTURE!,"First, she re-opened the Evans Bakery. Then she sent her grandparents on an exotic Hawaiian cruise. Now, Jill Evans is back in an all-new, out-of-this-world adventure! Help Jill's college friend Risha in her posh rooftop bakery; rescue her old flame, Jack, in his underwater theme park located on the ocean floor, or wind up in 4 other far-flung bakery locations. With each choice leading to new baking challenges and dilemmas, what awaits Jill - Fame, fortune, or love? In Cake Mania 2 the decision is yours! [Majesco Games]","Genre(s): Miscellaneous, Puzzle, Puzzle, General, Puzzle, General",57,tbd,Digital Embryo,N/A,"Jun 24, 2008",E
CAKE MANIA 3,"As Jill Evans nervously prepares for her big wedding day, disaster strikes when a mysterious ‘timebender' crashes to the floor. As her friends and family rush to pick up the shattered pieces, her loved ones suddenly vanish. Now, in order to rescue them and get back before the ceremony begins, Jill must travel through time and work her cake-making magic on everyone she meets in this all-new adventure based on the best-selling PC title from Sandlot Games. [Majesco]","Genre(s): Miscellaneous, Puzzle, Action, Puzzle, Puzzle, Action",N/A,tbd,Sandlot Games,N/A,"Oct 13, 2009",E
CAKE MANIA: MAIN STREET,Cake Mania: Main Street is the fourth edition in the award winning online PC franchise.,"Genre(s): Simulation, Miscellaneous, Puzzle, General, Puzzle, General",N/A,tbd,Majesco Games,N/A,"May 24, 2011",E10+
CAKE NINJA,"Become a true Cake Ninja warrior. This casual game invites you to slide the stylus across the screen to slice cakes into small pieces like a true ninja warrior. It’s very easy to play. The more cakes you slice, the longer you stay around. The longer you survive, the higher your score. How long can you last? You can also challenge your friends to a multiplayer game and find out who’s the best player.","Genre(s): Action, General, General",N/A,tbd,Cypronia,N/A,"Dec 29, 2011",N/A
CAKE NINJA 2,"Ninja hates all sweets and cakes, because the calories in them have made his Ninja wife put on weight, making her an ineffective Ninja. There is only one way to save his Ninja wife... destroy all the cakes before she can eat them!

Cake Ninja 2 is a simple casual game (slice-em-up) where you slide the stylus across the screen to slice cakes into small pieces like a true Ninja warrior. Its very easy to play. The more cakes you slice, the longer you stay around, and the longer you survive, the higher your score. How long can you last?

You can also challenge your friends to a multiplayer game to show everyone who's the best Cake Ninja!

- Simple, addictive gameplay
- Colorful 3D graphics
- Unlockable achievements
- Challenging multiplayer mode","Genre(s): Action, General, General, Arcade",N/A,tbd,Cypronia,N/A,"Nov 1, 2012",N/A
CAKE NINJA: XMAS,"It is simple, fun and very popular game series!
Slide the stylus across the screen to slice snowballs into small pieces like a true Ninja warrior.
The more snowballs you slice, the longer you stay around, and the longer you survive, the higher your score. How long can you last?","Genre(s): Action, General, General",N/A,tbd,Cypronia,N/A,"Dec 20, 2012",N/A
CALCULATOR,"Calculator is the one and only calculator that you will ever need. Calculator combines the basic and scientific calculators with a unit conversion utility.
Calculator handles 135 measurement units and constants of most types which ordinary people use every day, including length, weight, temperature, speed, volume, area, and time. It's always available in your pocket, instead of pulling out your web-enabled mobile device to realize your lab walls blocks most wireless Internet access.","Genre(s): Miscellaneous, Edutainment, Edutainment",N/A,tbd,Cinemax,N/A,"Aug 25, 2011",N/A
CALIFORNIA SUPER SPORTS,"California Super Sports is a collection of six unique games that are popular in the U.S., Croquet, Dodgeball, Lawndarts, Rollerblade, Shuffleboard Arcade and Target Football. Its located in sunny California, offering lots of fun and various experiences with a mixture of action, racing, and tactical games.

6 unique sports games popular in America

3D graphics

8 cool chibi characters

Different difficulty levels of AI

Smooth gameplay

Entertainment for many hours

Play against 1 to 3 CPU opponents","Genre(s): Sports, General, General",N/A,tbd,Cypronia,N/A,"May 16, 2013",N/A
CALL OF DUTY 4: MODERN WARFARE,"Call of Duty 4: Modern Warfare for the Nintendo DS delivers an arsenal of modern weaponry, arming gamers with precision controls and touch screen capabilities for battle across the world's most dangerous hotspots. In an unfolding story that parallels the epic, high-octane PC and next generation console Call of Duty 4: Modern Warfare, the Nintendo DS title enlists players as U.S. and coalition forces against a rogue enemy, where the action rages from land to the skies in all-out combat that threatens the world. Nintendo DS Touch Screen and Stylus – Intuitive stylus-based movement controls allows unique ways to construct explosive devices, disarm traps, and perform hand-to-hand combat. Diversity of Gameplay – Delivering a variety of combat, the title takes players from the soldier to the satellite with multiple scenarios. Gamers will experience mobilization as they fast-rope from tactical helicopters, engage hostile forces from an aerial gunship, and experience the ferocity of building to building fighting. Instant Action – Featuring the signature Call of Duty epic combat and intensity, the Nintendo DS title delivers an Instant Action mode allowing players to quickly access previously completed missions. Multiplayer Support – Leveraging wireless local area network (WLAN) for ad-hoc connectivity, up to four players quickly ease into the visceral action of modern warfare combat. [Activision]","Genre(s): Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",75,6.1,n-Space,N/A,"Nov 5, 2007",T
CALL OF DUTY: BLACK OPS,"Call of Duty: Black Ops for the Nintendo DS will feature six-player online multiplayer mode with a new Perks System, as well as a unique two-player Co-Op mode and Arcade and Challenge Modes that allow gamers to replay the single-player missions to earn extra points to unlock additional achievements.","Genre(s): Action, Shooter, Shooter, First-Person, Historic, Tactical, Historic, Arcade",74,6.4,n-Space,N/A,"Nov 9, 2010",T
CALL OF DUTY: MODERN WARFARE - MOBILIZED,"Call of Duty: Modern Warfare: Mobilized delivers an arsenal of cutting-edge weaponry, vehicles and tactics, arming players with precision controls for battle across the world's most dangerous hotspots. Gamers fight on the ground in intense building-to-building tactical combat, hack into enemy computer terminals, take the controls of military vehicles like Battle Tanks and UAV spy drones, or man the guns of an AC-130 gunship. Call of Duty: Modern Warfare: Mobilized brings the epic Call of Duty intensity of Modern Warfare to Nintendo DS fans through a unique storyline and companion narrative. The title also serves up a bevy of features, including a six-player online multiplayer mode that allows friends to host their own server, as well as the brand new Survival Mode, giving players a variety of weapons to hold off waves of oncoming enemy forces and an expanded six-player online multiplayer mode. Also, Arcade Mode allows gamers to replay the game’s single-player with a time limit and running score, with extra points awarded for specific achievements. [Activision]","Genre(s): Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",73,7.0,n-Space,N/A,"Nov 10, 2009",T
CALL OF DUTY: MODERN WARFARE 3 - DEFIANCE,A sequel to the $1 billion-grossing shooter Modern Warfare 2 is in development at Infinity Ward.,"Genre(s): Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",57,1.2,n-Space,N/A,"Nov 8, 2011",N/A
CALL OF DUTY: WORLD AT WAR,"Utilizing the Call of Duty 4: Modern Warfare engine, Call of Duty: World at War throws out the rulebook of war to transform WWII combat through a new enemy, new tactics and an uncensored experience of the climatic battles that gripped a generation. As U.S. Marines and Russian soldiers, players employ new features like cooperative gameplay, and weapons such as the flamethrower in the most chaotic and cinematically intense experience to date. Call of Duty: World at War introduces co-operative play, bringing fresh meaning to the ""No One Fights Alone"" mantra with up to four-players online for Xbox 360, PS3 and PC, or two-player local split-screen on consoles. Nintendo Wii will also support a unique co-op mode for two players. For the first time ever players can experience harrowing single-player missions together for greater camaraderie and tactical execution. The co-op campaign allows players to rank up and unlock perks in competitive multiplayer by completing challenges and earning experience points, adding continuous re-playability and team-based gameplay. Whether playing competitively or cooperatively – if players are online with Call of Duty: World at War – they always gain experience points. Based on a player’s experience rank and rank of the player's friends, Call of Duty: World at War scales dynamically to provide a deeper level of challenge. [Activision]","Genre(s): Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade",75,7.0,n-Space,N/A,"Nov 10, 2008",T
CALVIN TUCKER'S REDNECK: FARM ANIMALS RACING TOURNAMENT,"Calvin Tucker's Redneck: Farm Animal Racing Tournament is a wacky kart game with loads of typical redneck humor. Their crazy organized tournaments bring them from the Farm to the tropical Pirate Island, from the Polar to Egypt and from the Pyramid they are warped into time to the Medieval times and returning by UFO back in time again.Features:6 racing environments. , 8 characters to choose from.","Genre(s): Driving, Racing, General, Arcade, Arcade, Automobile",N/A,tbd,Triangle Studios,N/A,"Aug 3, 2010",N/A
CAMPING MAMA: OUTDOOR ADVENTURES,Camping Mama: Outdoor Adventures has players help Mama develop her wilderness skills.,"Genre(s): Action, Simulation, Miscellaneous, General, General, General, Virtual, Career",51,tbd,Racjin,N/A,"Sep 13, 2011",E
CANDACE KANE'S CANDY FACTORY,"Candy Factory is an enormously addictive puzzle-action game for the Nintendo Wii and Nintendo DS that lets players step into the fast-paced and colorful world of candy creation. Players take the role of a factory-manager working for Candace or Colin Kane, two hard-working and friendly candy-makers. Join Candie and Colin on their quest to fix up the factory in order to make their way to the Candy Cup Championships.","Genre(s): Action, Miscellaneous, Puzzle, General, General, Puzzle, General",N/A,tbd,F84 Games,N/A,"Dec 22, 2008",N/A
CANDLE ROUTE,"Sparky has been entrusted to bring the light to the Crayon Castle before nightfall. The castle is so packed with candles that without your help he'll never make it in time!
Lead Sparky through over 100 colorful levels to collect matches and light candles. Use your stylus to select a target, and the little guy will move to it using the shortest route. Time is of the essence so there is a limited number of commands you can issue for each level! As you progress through the levels you will discover many secrets. Don't be surprised to find bombs, puddles, treasures, or even dynamite!
Want to try something out of ordinary? Launch rockets filled with matches into space in a bonus mode.
This unique, beautiful game for causal gamers will light a fire in the heart of every puzzle fan!","Genre(s): Action, Puzzle, General, General",N/A,tbd,Fun Unit Inc,N/A,"Jul 12, 2012",N/A
CAPTAIN MORGANE AND THE GOLDEN TURTLE,"Developed by leading adventure game studio Wizarbox, responsible for the hit game ""Gray Matter"", Captain Morgane tells the story of Morgane Castillo and her journey from playful girl to becoming the Caribbean's first fearsome female pirate captain!","Genre(s): Adventure, General",N/A,tbd,Wizarbox,N/A,"Feb 3, 2012",N/A
CAR JACK STREETS,"[DSiWare] A critically acclaimed game with high-octane action, innovative real-time game play, stunning visuals and an awesome soundtrack, Car Jack Streets will take you to the limit. The Italian mob is calling in your gambling debt of $1 million. Attempt a wide variety of criminal and legitimate jobs to earn as much cash as possible, but remember to avoid attracting attention from the cops and other gang members. Do you have what it takes to stay alive, pay your debt and rise to the top of the criminal underworld? [Nintendo]","Genre(s): Driving, Racing, Mission-based, Arcade, Mission-based, Automobile",71,tbd,Tag Games,N/A,"Mar 15, 2010",T
CARCASSONNE,"Master strategy in the medieval world! In the classic board game Carcassonne, the medieval countryside thrives as you and your opponents place tiles and complete towns, roads, and farms while competing to amass the most points. Own the largest towns, longest roads, and biggest farms.","Genre(s): Miscellaneous, Board Games, Board Games, Board / Card Game",N/A,tbd,Sierra Online,N/A,"Jun 27, 2007",E
CARNIVAL GAMES,"Carnival Games for DS brings the fun of the original to the DS during the summer vacation and travel season. Each game is designed from the ground up to take full advantage of the DS control mechanism. A frenzied combination of tapping, blowing, speaking and stylus maneuvering brings the now famous midway to life. Favorites such as Alley Ball, Frog Leap and Dunk Tank are complemented with fresh games including RC Raceway and Clown Hammer. [2K Games]","Genre(s): Action, Miscellaneous, General, Party, Party / Minigame",48,3.2,Cat Daddy Games,N/A,"Jul 8, 2008",E
CARTOON NETWORK RACING,"The First Annual Cartoon Network Racing Championship is up for grabs and the best-loved Cartoon Network stars -The Powerpuff Girls, Courage the Cowardly Dog, Cow and Chicken, I M Weasel, Johnny Bravo, and Dexter's Laboratory -- are revving up their engines to compete for the grand prize! Players race as their favorite Cartoon Network stars in an attempt to be the first to cross the finish line and gain the highest popularity score through a wacky variety of colorful cartoon environments. The more successful the player is at winning races the more Toon Coins they will earn to unlock new characters and fun bonus games. This kart-style racing game incorporates fast game-play, hilarious sound effects and character Super Powers unique to the personalities of the Cartoon Network stars! Players select their favorite driver and they are ready to go. [The Game Factory]","Genre(s): Driving, Racing, Arcade, Arcade, Automobile",55,tbd,Firebrand Games,N/A,"Dec 4, 2006",E
CASPER'S SCARE SCHOOL: CLASSROOM CAPERS,"Casper Scare School -- Classroom Capers is based around the movie ""Casper Scare School"" featuring Casper the Friendly Ghost. Casper visits Scare School with a cast of spooky ""children"" that includes as Thatch the Vampire, Mantha the Zombie and Ra the Mummy. The game also includes a lot of the original music and speech from the film. The simple but innovative touchscreen gameplay is easy to pick up and is divided into 24 increasingly difficult lessons in Science, History and Gym that Casper must pass in order to get the grades necessary to graduate from Scare School and win the game.","Genre(s): Action, Adventure, General, General",N/A,tbd,Nikitova Games,N/A,"Oct 26, 2010",N/A
CASPER'S SCARE SCHOOL: SPOOKY SPORTS DAY,Casper's Scare School: Spooky Sports Day has players take part in various sporting events that are taking place around the grounds of Scare School.,"Genre(s): Sports, Alternative, Individual, Other, Other",N/A,tbd,The Code Monkeys,N/A,"Oct 20, 2010",N/A
CASTLE CONQUEROR,"Castle Conqueror is a real-time strategy game for casual gamers. You play as a commander who must resist the empire and save the lives of the people. Lead your soldiers into battle, seize the enemy's castle and gain victories until you destroy the empire on the mainland. The rules are simple. Use the stylus on the touch screen to select the player's castle and send your army to storm the enemy's castle in real time. Capture the castle and destroy your enemies to earn gold that can be used to upgrade your commander's abilities and to buy items that will help you win more battles. Select commanders and different cards to upgrade your army or castle. If you've managed to occupy the enemy's castle by the end of a battle, you win the game!","Genre(s): Strategy, Real-Time, Fantasy, General, Fantasy",N/A,tbd,N/A,N/A,"Sep 13, 2010",N/A
CASTLE CONQUEROR: AGAINST,"You are a great warrior from an ancient tribe on the island. Your island is a beautiful place where you worship the god of the island and he grants you and your tribes the powers that the island can bestow. The Empire suddenly arrived from the other side of the ocean and found gold mines and hunted down many innocent people; the fear of the Empire even made some tribes betray their faith. This has incurred the wrath of your god, and you must leave the safety of your hut to curse and punish the invaders.","Genre(s): Strategy, Real-Time, Fantasy, General, Fantasy",N/A,tbd,N/A,N/A,"Dec 8, 2011",N/A
CASTLE CONQUEROR: HEROES,"When, fearing the outbreak of war, the government of the Green Planet surrendered to “The Empire”, The Empire sent a commander called Vilost to the planet. The new rulers then imposed heavy taxes and assumed military control, leaving the people to suffer extreme hardship under the strict regime. A revolt finally broke out, and a rebel leader emerged in the south of the planet. With the leader, the revolt grew in strength and number against The Empire. The leader is a woman called Veronica, and she is attempting to release the citizens imprisoned by the regime who are eager to join her rebel army. You were once a great soldier. In joining the revolt, your objective, as well as that of your new forces, is to drive The Empire from your planet!","Genre(s): Strategy, Real-Time, Fantasy, General, Fantasy",N/A,tbd,N/A,N/A,"Nov 10, 2011",N/A
CASTLE CONQUEROR: HEROES 2,"Do you remember the war two years ago?
This beautiful star, was a breathtaking Green Planet thriving with life, before it was devastated by the Empire's army.
The inhabitants refused to remain silent any longer, so they rose up and fought back. After the inhabitants won a victorious battle over the Imperial army, a new government rose to maintain peace, and the army left the planet.","Genre(s): Strategy, General, General",N/A,tbd,Arc System Works,N/A,"Dec 20, 2012",N/A
CASTLE CONQUEROR: REVOLUTION,"You are a member of a family of military geniuses who came from the Empire, and have lived on a beautiful island for many years. The Empire then arrived on the island and now control everything, and are seeking valuable resources and gold. They have ruined the island's environment and have hunted down and killed the tribal people; some of whom are your friends. You must now stop the Empire and protect your people by becoming a commander and leading your people against the evil Empire. This is a revolution for you and the entire island!","Genre(s): Strategy, Real-Time, Fantasy, General, Fantasy",N/A,tbd,Tom Create,N/A,"Oct 20, 2011",E
CASTLE OF MAGIC,"[DSiWare] Be prepared for anything as you try to save your friend from the clutches of the horrifying magician Nefastax. Stand up to wild monsters in environments that directly influence your movement. As you navigate this universe, the ground will make you stick, slide, sink, swim, levitate and even walk on the ceiling when gravity disappears. A never-before-seen use for the Nintendo DSi Camera application lets you transform yourself into powerful new forms. Visit an in-game Photo Cabin and search for a real-life object that matches the color of the character you want to transform into. Take a picture of a blue object with your Nintendo DSi system and…presto, you're transformed into a swordfish. You can customize game items - from coins to enemies - with pictures of your choice. Our cute hero's adventure is just too big and immersive for one screen, so he'll have to jump between the top and bottom screens of your Nintendo DSi system. Ready to dive into the adventure? [Nintendo]","Genre(s): Action, Action Adventure, Platformer, Fantasy, Platformer, 2D, 2D",N/A,5.2,Gameloft,N/A,"Nov 23, 2009",E
CASTLEVANIA: DAWN OF SORROW,"The year is 2036, one year after the events of ""Castlevania: Aria of Sorrow."" Soma Cruz finds himself at the center of a mysterious cult's plan to resurrect their evil lord and master Dracula. In order to save himself and protect the lives of those he loves, Soma must infiltrate the enemy's home base, a towering replica of Dracula's castle that is teaming with monstrous creatures. Defeat foes with the ""Magic Seal"" system using the touch screen. Exchange souls with other players via the DS wireless connection. Features an incredible musical score, next-gen graphics & stunning special effects. [Konami]","Genre(s): Action, Role-Playing, Platformer, Platformer, Action RPG, 2D, 2D,",89,8.5,Konami,N/A,"Oct 4, 2005",T
CASTLEVANIA: ORDER OF ECCLESIA,"The legendary Castlevania series is back in its 3rd installment on the Nintendo DS. This time you play as a member of the Ecclesia, an organization that has sworn to defeat the evil forces of Dracula. Use the brand new Glyph attack system which has more than 100 different combinations to battle Dracula and his minions throughout 20 explorable areas. Take part in side quests and collect items to power up your character in the next great Castlevania game produced by Koji Igarashi. Castlevania: The Order of Ecclesia features intense side-scrolling action gameplay as you quest to collect elements that will help you in your quest against Dracula. Explore all-new outdoor areas from the forests to the ocean. Compete head-to-head via the Nintendo DS Wi-Fi Connection. Sell and buy items and equipment you have found while playing with other players utilizing Nintendo DS Wi-Fi Connection. Utilize multiple abilities and attacks simultaneously with the all-new Glyph attack system. Replay more than once to discover multiple endings. [Konami]","Genre(s): Action, Role-Playing, Platformer, Platformer, Action RPG, 2D, 2D,",85,8.5,Konami,N/A,"Oct 21, 2008",T
CASTLEVANIA: PORTRAIT OF RUIN,"Take control of two heroes, Jonathan Morris, a vampire killer and his close friend Charlotte Orlean, a girl with tremendous magical ability. Amidst the chaos of World War II, two mysterious sisters emerge, working to resurrect Dracula and David and Charlotte are all that stand in their way. Two new playable characters, each with their own unique style of play and abilities. Strategically switch between characters in the heat of the action. Call on your partner and execute Summon Attacks to decimate your enemies. Collect items, weapons and magic as you explore the castle. Explore several environments new to the series, such as the Desert, abandoned cities and more. [Konami]","Genre(s): Action, Role-Playing, Platformer, Platformer, Action RPG, 2D, 2D,",85,8.3,Konami,N/A,"Dec 5, 2006",T
CASUAL MANIA,Casual Mania is an inexpensive and comprehensive sampling of single player games for play on Nintendo DS or DSi that reflects the most popular genres of casual games available to gamers today.,"Genre(s): Miscellaneous, Puzzle, General, Puzzle, General",N/A,tbd,Foreign Media,N/A,"Apr 28, 2010",N/A
CAT FRENZY,"Little kittens are trapped in a well, and it's all up to you to figure out how to get them out of trouble! This adorable and relaxing puzzle introduces totally new twists to the popular slide and match-3 mechanics and, of course, lots of cats. Slide rows or columns of cute, cuddly cats until you create a chain of three or more cats of the same kind to pull them out of the well. The game features Mission and Quick-play mode with combined 140 levels and explains all the rules in a quick tutorial. The Mission mode provides new challenging objectives in each level such as clear the board with only one slide, pull out all shining cats, make a six-cat chain reaction. You need to accomplish the objective in order to advance to the next level. The Quick-play mode is all about beating your high score, and there are no restrictions on how to play. Just remember that longer chains can trigger funny bonuses and score you more points. The game will involve you in hours of blasting fun, even if you are not a cat person!","Genre(s): Miscellaneous, Puzzle, Puzzle, Stacking, Stacking",N/A,tbd,Teyon,N/A,"Jun 7, 2012",N/A
CATE WEST: THE VANISHING FILES,"In this intriguing unsolved mystery, local police are baffled by a series of unexplained cases, dubbed The Vanishing Files, which have paralyzed the city. Enter Cate West, celebrated novelist and insightful visionary. Help Cate find clues, compile evidence, locate hideouts and name the culprit in these mysterious crimes. With 29 locations, 15 cases and 75 levels, this original whodunit mystery is sure to delight fans of all ages.","Genre(s): Adventure, General, General, Point-and-Click",68,tbd,Magellan Interactive,N/A,"Dec 15, 2008",N/A
CATS & DOGS: THE REVENGE OF KITTY GALORE - THE VIDEOGAME,"In Cats & Dogs: The Revenge of Kitty Galore, players fight Kitty Galore's agents of evil to save the day and send the bad guys packing. Players will have to utilize their animalistic acrobatics and AI ""Animal Intelligence"" to make their way through various levels and obstacles and collect critical items and power-ups, which will unlock new areas as they progress through the game. They will also be challenged by a number of covert missions including helping stool pigeons carry out their air-based special operations and destroying Kitty Galore's treacherous equipment. Featuring six different mission types, including escort, stealth and combat, the game promises to deliver on all the excitement of the film, leading to the big showdown with Kitty Galore.","Genre(s): Action, General, General, Platformer, 2D",N/A,tbd,Engine Software,N/A,"Jul 13, 2010",E
